Category,Metric,varianta_9.3.1 Mean,variantb_9.4.0-rc-1 Mean,varianta_9.3.1 P50,variantb_9.4.0-rc-1 P50,varianta_9.3.1 P90,variantb_9.4.0-rc-1 P90,Unit
:domain:podcast:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:domain:podcast:compileDebugKotlin,Number of classpath entries,113,113,113,113,113,113,
:domain:podcast:compileDebugKotlin,Number of lines analyzed,381,381,381,381,381,381,
:domain:podcast:compileDebugKotlin,Code generation lines per second,802,706,819,698,1143,990,
:domain:podcast:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,112,112,112,112,112,112,
:domain:podcast:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:domain:podcast:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:domain:podcast:compileDebugKotlin,Total size of the cache directory,572.6,572.6,573,573,573,573,KB
:domain:podcast:compileDebugKotlin,Size of shrunk classpath snapshot,43.1,43.1,43,43,43,43,KB
:domain:podcast:compileDebugKotlin,Size of classpath snapshot,6.3,6.3,6,6,6,6,MB
:domain:podcast:compileDebugKotlin,Clear jar cache,2.57,2.09,3,2,4,4,ms
:domain:podcast:compileDebugKotlin,Save shrunk current classpath snapshot,2.29,3.14,3,3,3,8,ms
:domain:push-contact:compileDebugKotlin,Task action before worker execution,17.68,18.6,18,19,27,26,ms
:domain:push-contact:compileDebugKotlin,Incremental compilation in daemon,2383.92,2338.72,2321,2306,2903,2837,ms
:domain:push-contact:compileDebugKotlin,Total Gradle task time,2603.32,2571.92,2568,2536,3144,3136,ms
:domain:push-contact:compileDebugKotlin,Remove duplicate classes,4.78,4.62,5,5,9,7,ms
:domain:push-contact:compileDebugKotlin,Run compilation,2404.28,2359.16,2358,2320,2920,2860,ms
:domain:push-contact:compileDebugKotlin,Compiler code analysis,752.7,771.52,745,735,944,1056,ms
:domain:push-contact:compileDebugKotlin,Start gradle worker,2.46,2.54,1,1,4,6,ms
:domain:push-contact:compileDebugKotlin,Compiler code generation,463.02,480.48,452,448,618,657,ms
:domain:push-contact:compileDebugKotlin,Compiler initialization time,60.58,56.72,51,51,83,88,ms
:domain:push-contact:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,30.66,32.0,31,30,47,46,ms
:domain:push-contact:compileDebugKotlin,Compiler translation to IR,695.4,657.06,655,630,872,854,ms
:domain:push-contact:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,38.94,40.1,39,38,61,62,ms
:domain:push-contact:compileDebugKotlin,Spent time before task action,57.0,70.38,52,61,78,86,ms
:domain:push-contact:compileDebugKotlin,Run compilation in Gradle worker,2428.62,2381.54,2374,2335,2936,2874,ms
:domain:push-contact:compileDebugKotlin,Load current classpath snapshot,5.58,5.3,6,5,10,9,ms
:domain:push-contact:compileDebugKotlin,Sources compilation round,2215.06,2200.64,2184,2163,2606,2687,ms
:domain:push-contact:compileDebugKotlin,Connect to Kotlin daemon,20.78,18.48,11,11,18,19,ms
:domain:push-contact:compileDebugKotlin,Compiler IR lowering,276.22,281.28,278,270,384,394,ms
:domain:push-contact:compileDebugKotlin,Update caches,6.68,6.0,6,6,10,9,ms
:domain:push-contact:compileDebugKotlin,Compiler backend,186.44,198.64,186,186,241,264,ms
:domain:push-contact:compileDebugKotlin,Calculate output size,2.08,2.4,1,1,4,4,ms
:domain:push-contact:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:domain:push-contact:compileDebugKotlin,Analysis lines per second,523,516,511,518,654,690,
:domain:push-contact:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:domain:push-contact:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:domain:push-contact:compileDebugKotlin,Number of classpath entries,112,112,112,112,112,112,
:domain:push-contact:compileDebugKotlin,Number of lines analyzed,381,381,381,381,381,381,
:domain:push-contact:compileDebugKotlin,Code generation lines per second,857,852,843,850,1128,1171,
:domain:push-contact:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,111,111,111,111,111,111,
:domain:push-contact:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:domain:push-contact:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:domain:push-contact:compileDebugKotlin,Total size of the cache directory,570.1,570.1,570,570,570,570,KB
:domain:push-contact:compileDebugKotlin,Size of shrunk classpath snapshot,45.0,45.0,45,45,45,45,KB
:domain:push-contact:compileDebugKotlin,Size of classpath snapshot,6.2,6.2,6,6,6,6,MB
:domain:push-contact:compileDebugKotlin,Clear jar cache,1.69,2.1,1,2,4,4,ms
:domain:push-contact:compileDebugKotlin,Save shrunk current classpath snapshot,3.36,2.67,3,3,9,4,ms
:domain:push-contact:compileDebugKotlin,Store build info,6.0,,6,,6,,ms
:domain:push-contact:compileDebugKotlin,Clear output,2.0,,2,,2,,ms
:domain:push-contact:compileDebugKotlin,Clear outputs on rebuild,1.0,2.5,1,3,1,3,ms
:domain:task:compileDebugKotlin,Task action before worker execution,18.76,20.68,19,18,28,26,ms
:domain:task:compileDebugKotlin,Incremental compilation in daemon,2423.94,2393.2,2363,2463,2989,3025,ms
:domain:task:compileDebugKotlin,Total Gradle task time,2646.88,2625.06,2590,2707,3255,3239,ms
:domain:task:compileDebugKotlin,Remove duplicate classes,3.98,4.36,4,4,6,8,ms
:domain:task:compileDebugKotlin,Run compilation,2445.7,2420.02,2383,2513,3003,3049,ms
:domain:task:compileDebugKotlin,Compiler code analysis,751.1,726.32,735,708,966,901,ms
:domain:task:compileDebugKotlin,Start gradle worker,1.9,2.3,1,1,4,5,ms
:domain:task:compileDebugKotlin,Clear jar cache,2.65,2.04,2,2,6,4,ms
:domain:task:compileDebugKotlin,Compiler code generation,537.44,535.98,500,515,727,872,ms
:domain:task:compileDebugKotlin,Compiler initialization time,63.48,63.88,64,64,90,92,ms
:domain:task:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,46.04,30.34,30,32,51,44,ms
:domain:task:compileDebugKotlin,Compiler translation to IR,662.32,673.98,635,619,842,874,ms
:domain:task:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,53.16,37.86,38,38,64,58,ms
:domain:task:compileDebugKotlin,Spent time before task action,54.38,58.18,50,49,83,68,ms
:domain:task:compileDebugKotlin,Run compilation in Gradle worker,2460.8,2435.54,2399,2526,3036,3062,ms
:domain:task:compileDebugKotlin,Load current classpath snapshot,4.58,5.18,5,5,7,8,ms
:domain:task:compileDebugKotlin,Sources compilation round,2254.04,2224.18,2179,2189,2798,2850,ms
:domain:task:compileDebugKotlin,Connect to Kotlin daemon,10.5,11.12,10,10,16,16,ms
:domain:task:compileDebugKotlin,Compiler IR lowering,332.88,319.72,294,273,589,548,ms
:domain:task:compileDebugKotlin,Update caches,6.3,6.36,6,6,11,10,ms
:domain:task:compileDebugKotlin,Compiler backend,204.02,215.76,189,200,287,293,ms
:domain:task:compileDebugKotlin,Calculate output size,1.86,2.3,1,1,4,4,ms
:domain:task:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:domain:task:compileDebugKotlin,Analysis lines per second,566,586,554,576,732,787,
:domain:task:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:domain:task:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:domain:task:compileDebugKotlin,Number of classpath entries,104,104,104,104,104,104,
:domain:task:compileDebugKotlin,Number of lines analyzed,408,408,408,408,408,408,
:domain:task:compileDebugKotlin,Code generation lines per second,842,853,815,792,1195,1330,
:domain:task:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,103,103,103,103,103,103,
:domain:task:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:domain:task:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:domain:task:compileDebugKotlin,Total size of the cache directory,567.4,567.4,567,567,567,567,KB
:domain:task:compileDebugKotlin,Size of shrunk classpath snapshot,43.8,43.8,44,44,44,44,KB
:domain:task:compileDebugKotlin,Size of classpath snapshot,5.8,5.8,6,6,6,6,MB
:domain:task:compileDebugKotlin,Store build info,2.33,2.5,2,3,3,3,ms
:domain:task:compileDebugKotlin,Clear outputs on rebuild,2.0,3.0,2,3,2,3,ms
:domain:task:compileDebugKotlin,Clear output,5.0,,5,,5,,ms
:domain:task:compileDebugKotlin,Save shrunk current classpath snapshot,2.7,3.56,3,3,4,7,ms
:domain:timer:compileDebugKotlin,Task action before worker execution,23.4,19.68,18,19,27,29,ms
:domain:timer:compileDebugKotlin,Incremental compilation in daemon,2530.74,2569.36,2479,2539,2974,3078,ms
:domain:timer:compileDebugKotlin,Total Gradle task time,2782.14,2812.36,2768,2770,3225,3400,ms
:domain:timer:compileDebugKotlin,Remove duplicate classes,5.24,5.18,5,5,9,9,ms
:domain:timer:compileDebugKotlin,Run compilation,2574.16,2598.0,2539,2567,2999,3102,ms
:domain:timer:compileDebugKotlin,Compiler code analysis,758.12,762.36,738,718,996,1147,ms
:domain:timer:compileDebugKotlin,Start gradle worker,2.82,2.62,3,2,5,5,ms
:domain:timer:compileDebugKotlin,Compiler code generation,567.48,585.22,526,554,933,922,ms
:domain:timer:compileDebugKotlin,Compiler initialization time,54.44,52.3,47,47,88,81,ms
:domain:timer:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,31.74,43.88,34,33,50,40,ms
:domain:timer:compileDebugKotlin,Compiler translation to IR,735.98,768.4,660,697,1194,1223,ms
:domain:timer:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,40.24,52.78,42,43,65,54,ms
:domain:timer:compileDebugKotlin,Spent time before task action,57.68,67.68,57,52,78,98,ms
:domain:timer:compileDebugKotlin,Run compilation in Gradle worker,2599.14,2614.3,2555,2582,3018,3112,ms
:domain:timer:compileDebugKotlin,Load current classpath snapshot,5.84,5.74,6,5,10,10,ms
:domain:timer:compileDebugKotlin,Sources compilation round,2364.72,2399.38,2322,2377,2830,2933,ms
:domain:timer:compileDebugKotlin,Connect to Kotlin daemon,20.8,12.36,13,11,23,17,ms
:domain:timer:compileDebugKotlin,Compiler IR lowering,333.52,337.74,287,284,612,549,ms
:domain:timer:compileDebugKotlin,Update caches,6.56,6.3,6,6,9,9,ms
:domain:timer:compileDebugKotlin,Compiler backend,233.48,247.02,207,224,356,388,ms
:domain:timer:compileDebugKotlin,Calculate output size,2.29,2.22,1,1,5,4,ms
:domain:timer:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:domain:timer:compileDebugKotlin,Analysis lines per second,587,588,577,593,757,752,
:domain:timer:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:domain:timer:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:domain:timer:compileDebugKotlin,Number of classpath entries,114,114,114,114,114,114,
:domain:timer:compileDebugKotlin,Number of lines analyzed,426,426,426,426,426,426,
:domain:timer:compileDebugKotlin,Code generation lines per second,818,793,809,768,1072,1104,
:domain:timer:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,113,113,113,113,113,113,
:domain:timer:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:domain:timer:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:domain:timer:compileDebugKotlin,Total size of the cache directory,570.8,570.8,571,571,571,571,KB
:domain:timer:compileDebugKotlin,Size of shrunk classpath snapshot,46.9,46.9,47,47,47,47,KB
:domain:timer:compileDebugKotlin,Size of classpath snapshot,6.4,6.4,6,6,6,6,MB
:domain:timer:compileDebugKotlin,Clear jar cache,1.95,2.4,2,2,3,5,ms
:domain:timer:compileDebugKotlin,Clear outputs on rebuild,3.0,,3,,3,,ms
:domain:timer:compileDebugKotlin,Save shrunk current classpath snapshot,3.6,2.47,3,3,6,3,ms
:domain:timer:compileDebugKotlin,Clear output,2.0,2.0,2,2,2,2,ms
:domain:todo:compileDebugKotlin,Task action before worker execution,22.26,18.96,21,19,29,27,ms
:domain:todo:compileDebugKotlin,Incremental compilation in daemon,2412.7,2487.4,2396,2403,2948,3068,ms
:domain:todo:compileDebugKotlin,Total Gradle task time,2660.58,2728.58,2642,2653,3191,3279,ms
:domain:todo:compileDebugKotlin,Remove duplicate classes,3.92,4.06,4,3,6,7,ms
:domain:todo:compileDebugKotlin,Run compilation,2443.76,2508.14,2433,2423,2984,3085,ms
:domain:todo:compileDebugKotlin,Compiler code analysis,794.5,732.5,749,701,1004,870,ms
:domain:todo:compileDebugKotlin,Start gradle worker,2.84,5.88,2,2,6,6,ms
:domain:todo:compileDebugKotlin,Compiler code generation,464.4,572.4,454,520,592,889,ms
:domain:todo:compileDebugKotlin,Compiler initialization time,57.08,54.1,46,51,78,78,ms
:domain:todo:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,28.5,26.26,31,22,40,45,ms
:domain:todo:compileDebugKotlin,Compiler translation to IR,708.3,745.4,638,695,1101,1043,ms
:domain:todo:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,35.62,33.84,39,30,48,55,ms
:domain:todo:compileDebugKotlin,Spent time before task action,54.38,56.52,54,56,73,73,ms
:domain:todo:compileDebugKotlin,Run compilation in Gradle worker,2478.26,2527.84,2446,2441,3000,3091,ms
:domain:todo:compileDebugKotlin,Load current classpath snapshot,4.78,4.74,5,4,7,8,ms
:domain:todo:compileDebugKotlin,Sources compilation round,2271.04,2342.5,2263,2295,2752,2888,ms
:domain:todo:compileDebugKotlin,Connect to Kotlin daemon,30.14,15.56,13,10,24,19,ms
:domain:todo:compileDebugKotlin,Compiler IR lowering,269.74,334.18,257,307,356,506,ms
:domain:todo:compileDebugKotlin,Update caches,5.76,5.3,5,4,9,10,ms
:domain:todo:compileDebugKotlin,Compiler backend,194.06,237.88,180,198,268,309,ms
:domain:todo:compileDebugKotlin,Calculate output size,1.9,2.19,1,1,4,4,ms
:domain:todo:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:domain:todo:compileDebugKotlin,Analysis lines per second,562,596,562,600,731,775,
:domain:todo:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:domain:todo:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:domain:todo:compileDebugKotlin,Number of classpath entries,108,108,108,108,108,108,
:domain:todo:compileDebugKotlin,Number of lines analyzed,421,421,421,421,421,421,
:domain:todo:compileDebugKotlin,Code generation lines per second,948,814,927,808,1222,1112,
:domain:todo:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,107,107,107,107,107,107,
:domain:todo:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:domain:todo:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:domain:todo:compileDebugKotlin,Total size of the cache directory,568.8,568.8,569,569,569,569,KB
:domain:todo:compileDebugKotlin,Size of shrunk classpath snapshot,45.6,45.6,46,46,46,46,KB
:domain:todo:compileDebugKotlin,Size of classpath snapshot,6.0,6.0,6,6,6,6,MB
:domain:todo:compileDebugKotlin,Save shrunk current classpath snapshot,1.8,3.17,2,3,3,5,ms
:domain:todo:compileDebugKotlin,Clear jar cache,2.29,1.92,1,1,6,5,ms
:domain:todo:compileDebugKotlin,Clear outputs on rebuild,2.0,4.67,2,5,2,5,ms
:domain:todo:compileDebugKotlin,Store build info,2.0,5.0,2,5,2,5,ms
:domain:video:compileDebugKotlin,Task action before worker execution,21.86,19.26,18,18,27,31,ms
:domain:video:compileDebugKotlin,Incremental compilation in daemon,2413.6,2432.72,2464,2358,2926,3303,ms
:domain:video:compileDebugKotlin,Total Gradle task time,2631.72,2677.54,2692,2606,3184,3534,ms
:domain:video:compileDebugKotlin,Remove duplicate classes,4.48,5.16,5,5,8,10,ms
:domain:video:compileDebugKotlin,Run compilation,2437.58,2464.26,2483,2392,2969,3321,ms
:domain:video:compileDebugKotlin,Compiler code analysis,797.58,722.24,725,677,1107,885,ms
:domain:video:compileDebugKotlin,Start gradle worker,2.06,1.98,1,1,5,4,ms
:domain:video:compileDebugKotlin,Compiler code generation,505.38,498.32,487,492,644,659,ms
:domain:video:compileDebugKotlin,Compiler initialization time,53.04,55.28,46,54,78,80,ms
:domain:video:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,28.94,29.28,30,28,47,47,ms
:domain:video:compileDebugKotlin,Compiler translation to IR,684.7,753.86,664,665,907,1106,ms
:domain:video:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,36.36,37.28,40,38,57,61,ms
:domain:video:compileDebugKotlin,Spent time before task action,57.58,56.22,54,53,73,80,ms
:domain:video:compileDebugKotlin,Run compilation in Gradle worker,2451.94,2502.1,2501,2406,2979,3334,ms
:domain:video:compileDebugKotlin,Load current classpath snapshot,5.1,5.58,5,5,8,10,ms
:domain:video:compileDebugKotlin,Sources compilation round,2270.26,2282.32,2318,2202,2790,3106,ms
:domain:video:compileDebugKotlin,Connect to Kotlin daemon,10.16,34.26,10,12,16,90,ms
:domain:video:compileDebugKotlin,Compiler IR lowering,301.42,287.64,291,279,418,363,ms
:domain:video:compileDebugKotlin,Update caches,6.14,6.38,6,6,10,10,ms
:domain:video:compileDebugKotlin,Compiler backend,203.38,210.14,193,213,272,281,ms
:domain:video:compileDebugKotlin,Calculate output size,2.25,2.04,1,1,5,4,ms
:domain:video:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:domain:video:compileDebugKotlin,Analysis lines per second,567,617,588,629,740,766,
:domain:video:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:domain:video:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:domain:video:compileDebugKotlin,Number of classpath entries,112,112,112,112,112,112,
:domain:video:compileDebugKotlin,Number of lines analyzed,426,426,426,426,426,426,
:domain:video:compileDebugKotlin,Code generation lines per second,912,894,875,865,1234,1157,
:domain:video:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,111,111,111,111,111,111,
:domain:video:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:domain:video:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:domain:video:compileDebugKotlin,Total size of the cache directory,570.8,570.8,571,571,571,571,KB
