Category,Metric,varianta_k2_kotlin_2.2.0 Mean,variantb_k2_increase_memory_gradle Mean,varianta_k2_kotlin_2.2.0 P50,variantb_k2_increase_memory_gradle P50,varianta_k2_kotlin_2.2.0 P90,variantb_k2_increase_memory_gradle P90,Unit
:layer_4:module_4_203:compileDebugKotlin,Sources compilation round,1672.82,1674.14,1645,1631,2014,2118,ms
:layer_4:module_4_203:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,60.54,63.56,48,50,98,94,ms
:layer_4:module_4_203:compileDebugKotlin,Compiler initialization time,50.34,60.3,46,49,76,84,ms
:layer_4:module_4_203:compileDebugKotlin,Update caches,3.58,3.68,3,3,6,6,ms
:layer_4:module_4_203:compileDebugKotlin,Incremental compilation in daemon,1828.76,1815.98,1781,1766,2172,2235,ms
:layer_4:module_4_203:compileDebugKotlin,Compiler code generation,429.46,415.14,392,379,573,546,ms
:layer_4:module_4_203:compileDebugKotlin,Compiler translation to IR,675.24,679.5,661,628,845,920,ms
:layer_4:module_4_203:compileDebugKotlin,Remove duplicate classes,7.84,8.3,6,6,12,13,ms
:layer_4:module_4_203:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,49.5,51.72,38,41,78,78,ms
:layer_4:module_4_203:compileDebugKotlin,Load current classpath snapshot,8.38,8.84,7,7,14,16,ms
:layer_4:module_4_203:compileDebugKotlin,Compiler IR lowering,286.96,259.62,270,245,400,372,ms
:layer_4:module_4_203:compileDebugKotlin,Spent time before task action,63.34,66.76,52,55,97,110,ms
:layer_4:module_4_203:compileDebugKotlin,Task action before worker execution,14.9,22.06,12,14,26,30,ms
:layer_4:module_4_203:compileDebugKotlin,Start gradle worker,3.73,1.64,1,1,3,4,ms
:layer_4:module_4_203:compileDebugKotlin,Run compilation in Gradle worker,1855.86,1852.64,1805,1800,2190,2266,ms
:layer_4:module_4_203:compileDebugKotlin,Compiler backend,141.9,155.02,138,136,205,250,ms
:layer_4:module_4_203:compileDebugKotlin,Run compilation,1846.92,1842.52,1797,1793,2181,2251,ms
:layer_4:module_4_203:compileDebugKotlin,Connect to Kotlin daemon,6.14,7.3,5,5,12,13,ms
:layer_4:module_4_203:compileDebugKotlin,Compiler code analysis,372.16,377.18,351,356,467,515,ms
:layer_4:module_4_203:compileDebugKotlin,Total Gradle task time,1993.58,1995.72,1965,1929,2388,2472,ms
:layer_4:module_4_203:compileDebugKotlin,Calculate output size,1.84,1.9,1,1,4,4,ms
:layer_4:module_4_203:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_4:module_4_203:compileDebugKotlin,Code generation lines per second,1183,1230,1228,1269,1482,1578,
:layer_4:module_4_203:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,260,260,260,260,260,260,
:layer_4:module_4_203:compileDebugKotlin,Total size of the cache directory,578.0,578.0,578,578,578,578,KB
:layer_4:module_4_203:compileDebugKotlin,Analysis lines per second,1396,1342,1370,1353,1911,1763,
:layer_4:module_4_203:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_4:module_4_203:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_4:module_4_203:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_4:module_4_203:compileDebugKotlin,Number of classpath entries,261,261,261,261,261,261,
:layer_4:module_4_203:compileDebugKotlin,Size of classpath snapshot,18.7,18.7,19,19,19,19,MB
:layer_4:module_4_203:compileDebugKotlin,Size of shrunk classpath snapshot,33.2,33.2,33,33,33,33,KB
:layer_4:module_4_203:compileDebugKotlin,Number of lines analyzed,482,482,482,482,482,482,
:layer_4:module_4_203:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:layer_4:module_4_203:compileDebugKotlin,Save shrunk current classpath snapshot,3.0,2.5,3,3,3,3,ms
:layer_4:module_4_203:compileDebugKotlin,Clear jar cache,1.78,1.42,1,1,4,3,ms
:layer_4:module_4_203:compileDebugKotlin,Clear outputs on rebuild,1.0,,1,,1,,ms
:layer_4:module_4_203:compileDebugKotlin,Store build info,5.0,2.0,5,2,5,2,ms
:layer_4:module_4_204:compileDebugKotlin,Sources compilation round,1570.06,1615.38,1539,1594,1954,2007,ms
:layer_4:module_4_204:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,58.28,57.2,50,50,94,85,ms
:layer_4:module_4_204:compileDebugKotlin,Compiler initialization time,51.6,49.98,48,48,87,74,ms
:layer_4:module_4_204:compileDebugKotlin,Update caches,3.84,3.32,3,3,7,6,ms
:layer_4:module_4_204:compileDebugKotlin,Incremental compilation in daemon,1698.0,1736.38,1652,1702,2067,2120,ms
:layer_4:module_4_204:compileDebugKotlin,Compiler code generation,373.2,385.04,345,354,516,527,ms
:layer_4:module_4_204:compileDebugKotlin,Compiler translation to IR,634.3,632.34,601,615,883,836,ms
:layer_4:module_4_204:compileDebugKotlin,Remove duplicate classes,8.24,8.0,7,6,13,14,ms
:layer_4:module_4_204:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,46.86,46.14,40,41,79,68,ms
:layer_4:module_4_204:compileDebugKotlin,Load current classpath snapshot,8.68,8.56,7,7,13,15,ms
:layer_4:module_4_204:compileDebugKotlin,Compiler IR lowering,229.48,233.42,204,206,330,345,ms
:layer_4:module_4_204:compileDebugKotlin,Clear jar cache,2.0,1.77,2,1,4,4,ms
:layer_4:module_4_204:compileDebugKotlin,Spent time before task action,69.38,70.46,62,63,105,107,ms
:layer_4:module_4_204:compileDebugKotlin,Task action before worker execution,16.78,15.36,14,13,28,28,ms
:layer_4:module_4_204:compileDebugKotlin,Start gradle worker,1.5,1.55,1,1,3,4,ms
:layer_4:module_4_204:compileDebugKotlin,Run compilation in Gradle worker,1725.12,1769.06,1676,1730,2087,2156,ms
:layer_4:module_4_204:compileDebugKotlin,Compiler backend,143.26,151.04,125,137,185,212,ms
:layer_4:module_4_204:compileDebugKotlin,Run compilation,1712.02,1757.52,1664,1721,2078,2133,ms
:layer_4:module_4_204:compileDebugKotlin,Connect to Kotlin daemon,9.7,8.74,6,5,12,11,ms
:layer_4:module_4_204:compileDebugKotlin,Compiler code analysis,376.1,387.5,362,355,507,565,ms
:layer_4:module_4_204:compileDebugKotlin,Total Gradle task time,1855.3,1902.66,1828,1881,2215,2317,ms
:layer_4:module_4_204:compileDebugKotlin,Calculate output size,1.55,1.47,1,1,4,3,ms
:layer_4:module_4_204:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_4:module_4_204:compileDebugKotlin,Code generation lines per second,1580,1541,1610,1570,2083,2016,
:layer_4:module_4_204:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,275,275,275,275,275,275,
:layer_4:module_4_204:compileDebugKotlin,Total size of the cache directory,588.0,588.0,588,588,588,588,KB
:layer_4:module_4_204:compileDebugKotlin,Analysis lines per second,1569,1530,1533,1564,2042,2004,
:layer_4:module_4_204:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_4:module_4_204:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_4:module_4_204:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_4:module_4_204:compileDebugKotlin,Number of classpath entries,276,276,276,276,276,276,
:layer_4:module_4_204:compileDebugKotlin,Size of classpath snapshot,19.9,19.9,20,20,20,20,MB
:layer_4:module_4_204:compileDebugKotlin,Size of shrunk classpath snapshot,45.4,45.4,45,45,45,45,KB
:layer_4:module_4_204:compileDebugKotlin,Number of lines analyzed,556,556,556,556,556,556,
:layer_4:module_4_204:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:layer_4:module_4_204:compileDebugKotlin,Save shrunk current classpath snapshot,2.33,,3,,3,,ms
:layer_4:module_4_204:compileDebugKotlin,Clear output,1.5,1.0,2,1,2,1,ms
:layer_4:module_4_204:compileDebugKotlin,Store build info,4.0,2.0,4,2,4,2,ms
:layer_4:module_4_205:compileDebugKotlin,Sources compilation round,1671.14,1644.8,1667,1627,2127,1945,ms
:layer_4:module_4_205:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,65.16,67.9,52,51,94,98,ms
:layer_4:module_4_205:compileDebugKotlin,Compiler initialization time,51.36,48.04,46,44,86,74,ms
:layer_4:module_4_205:compileDebugKotlin,Update caches,3.44,3.52,3,3,6,7,ms
:layer_4:module_4_205:compileDebugKotlin,Incremental compilation in daemon,1817.34,1789.94,1807,1798,2243,2059,ms
:layer_4:module_4_205:compileDebugKotlin,Compiler code generation,384.72,377.38,373,361,524,550,ms
:layer_4:module_4_205:compileDebugKotlin,Compiler translation to IR,710.54,687.54,669,677,1104,838,ms
:layer_4:module_4_205:compileDebugKotlin,Remove duplicate classes,10.18,8.32,6,7,13,14,ms
:layer_4:module_4_205:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,51.8,53.38,41,40,70,78,ms
:layer_4:module_4_205:compileDebugKotlin,Load current classpath snapshot,10.8,8.72,7,7,14,14,ms
:layer_4:module_4_205:compileDebugKotlin,Compiler IR lowering,251.94,242.22,233,225,338,386,ms
:layer_4:module_4_205:compileDebugKotlin,Spent time before task action,58.8,69.58,50,59,99,97,ms
:layer_4:module_4_205:compileDebugKotlin,Task action before worker execution,14.4,15.78,12,13,24,27,ms
:layer_4:module_4_205:compileDebugKotlin,Start gradle worker,1.48,1.55,1,1,3,3,ms
:layer_4:module_4_205:compileDebugKotlin,Run compilation in Gradle worker,1846.22,1818.3,1832,1819,2289,2085,ms
:layer_4:module_4_205:compileDebugKotlin,Compiler backend,132.18,134.68,120,121,196,218,ms
:layer_4:module_4_205:compileDebugKotlin,Run compilation,1837.5,1806.98,1823,1811,2279,2073,ms
:layer_4:module_4_205:compileDebugKotlin,Connect to Kotlin daemon,5.94,8.76,5,6,10,12,ms
:layer_4:module_4_205:compileDebugKotlin,Compiler code analysis,377.72,370.92,368,357,512,502,ms
:layer_4:module_4_205:compileDebugKotlin,Total Gradle task time,1967.22,1949.34,1957,1929,2412,2272,ms
:layer_4:module_4_205:compileDebugKotlin,Calculate output size,1.75,1.73,1,1,4,4,ms
:layer_4:module_4_205:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_4:module_4_205:compileDebugKotlin,Code generation lines per second,1322,1374,1301,1347,1647,1819,
:layer_4:module_4_205:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,255,255,255,255,255,255,
:layer_4:module_4_205:compileDebugKotlin,Total size of the cache directory,576.2,576.2,576,576,576,576,KB
:layer_4:module_4_205:compileDebugKotlin,Analysis lines per second,1361,1363,1319,1359,1840,1776,
:layer_4:module_4_205:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_4:module_4_205:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_4:module_4_205:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_4:module_4_205:compileDebugKotlin,Number of classpath entries,256,256,256,256,256,256,
:layer_4:module_4_205:compileDebugKotlin,Size of classpath snapshot,18.3,18.3,18,18,18,18,MB
:layer_4:module_4_205:compileDebugKotlin,Size of shrunk classpath snapshot,31.8,31.8,32,32,32,32,KB
:layer_4:module_4_205:compileDebugKotlin,Number of lines analyzed,486,486,486,486,486,486,
:layer_4:module_4_205:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:layer_4:module_4_205:compileDebugKotlin,Clear jar cache,1.5,1.47,1,1,3,3,ms
:layer_4:module_4_205:compileDebugKotlin,Store build info,1.0,4.0,1,4,1,4,ms
:layer_4:module_4_205:compileDebugKotlin,Save shrunk current classpath snapshot,2.0,5.0,2,5,2,5,ms
:layer_4:module_4_206:compileDebugKotlin,Sources compilation round,1791.48,1722.62,1738,1669,2165,2134,ms
:layer_4:module_4_206:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,63.18,62.56,51,58,95,91,ms
:layer_4:module_4_206:compileDebugKotlin,Compiler initialization time,51.72,48.32,48,47,77,71,ms
:layer_4:module_4_206:compileDebugKotlin,Update caches,6.16,4.1,3,4,6,7,ms
:layer_4:module_4_206:compileDebugKotlin,Incremental compilation in daemon,1947.92,1861.02,1917,1805,2302,2289,ms
:layer_4:module_4_206:compileDebugKotlin,Compiler code generation,469.68,458.08,451,410,651,676,ms
:layer_4:module_4_206:compileDebugKotlin,Compiler translation to IR,742.66,714.86,697,714,1115,906,ms
:layer_4:module_4_206:compileDebugKotlin,Remove duplicate classes,7.76,8.46,6,7,13,14,ms
:layer_4:module_4_206:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,52.18,50.48,42,45,77,74,ms
:layer_4:module_4_206:compileDebugKotlin,Load current classpath snapshot,8.24,8.86,6,7,14,14,ms
:layer_4:module_4_206:compileDebugKotlin,Compiler IR lowering,302.5,301.0,281,264,426,460,ms
:layer_4:module_4_206:compileDebugKotlin,Spent time before task action,65.04,57.84,59,49,101,94,ms
:layer_4:module_4_206:compileDebugKotlin,Task action before worker execution,14.88,14.68,12,12,24,25,ms
:layer_4:module_4_206:compileDebugKotlin,Start gradle worker,1.82,1.96,1,1,4,5,ms
:layer_4:module_4_206:compileDebugKotlin,Run compilation in Gradle worker,1977.78,1893.18,1942,1824,2354,2328,ms
:layer_4:module_4_206:compileDebugKotlin,Compiler backend,166.66,156.64,139,132,271,255,ms
:layer_4:module_4_206:compileDebugKotlin,Run compilation,1967.44,1877.36,1928,1817,2346,2308,ms
:layer_4:module_4_206:compileDebugKotlin,Connect to Kotlin daemon,7.18,12.78,7,6,13,12,ms
:layer_4:module_4_206:compileDebugKotlin,Compiler code analysis,384.94,358.76,371,343,546,486,ms
:layer_4:module_4_206:compileDebugKotlin,Total Gradle task time,2115.46,2019.9,2058,1980,2609,2494,ms
:layer_4:module_4_206:compileDebugKotlin,Calculate output size,1.62,1.86,1,1,4,4,ms
:layer_4:module_4_206:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_4:module_4_206:compileDebugKotlin,Code generation lines per second,1119,1144,1063,1170,1561,1584,
:layer_4:module_4_206:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,249,249,249,249,249,249,
:layer_4:module_4_206:compileDebugKotlin,Total size of the cache directory,577.8,577.8,578,578,578,578,KB
:layer_4:module_4_206:compileDebugKotlin,Analysis lines per second,1357,1423,1293,1397,1902,1845,
:layer_4:module_4_206:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_4:module_4_206:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_4:module_4_206:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_4:module_4_206:compileDebugKotlin,Number of classpath entries,250,250,250,250,250,250,
:layer_4:module_4_206:compileDebugKotlin,Size of classpath snapshot,17.8,17.8,18,18,18,18,MB
:layer_4:module_4_206:compileDebugKotlin,Size of shrunk classpath snapshot,30.7,30.7,31,31,31,31,KB
:layer_4:module_4_206:compileDebugKotlin,Number of lines analyzed,480,480,480,480,480,480,
:layer_4:module_4_206:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:layer_4:module_4_206:compileDebugKotlin,Clear jar cache,1.77,1.9,2,2,4,4,ms
:layer_4:module_4_206:compileDebugKotlin,Save shrunk current classpath snapshot,2.0,2.0,2,2,3,2,ms
:layer_4:module_4_207:compileDebugKotlin,Sources compilation round,1634.88,1655.26,1617,1615,2055,2168,ms
:layer_4:module_4_207:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,61.1,82.4,51,69,90,102,ms
:layer_4:module_4_207:compileDebugKotlin,Compiler initialization time,54.36,57.44,45,46,88,82,ms
:layer_4:module_4_207:compileDebugKotlin,Update caches,5.52,3.7,3,3,6,6,ms
:layer_4:module_4_207:compileDebugKotlin,Incremental compilation in daemon,1785.28,1820.4,1781,1778,2231,2304,ms
:layer_4:module_4_207:compileDebugKotlin,Compiler code generation,411.08,382.08,372,372,583,545,ms
:layer_4:module_4_207:compileDebugKotlin,Compiler translation to IR,679.62,672.62,664,655,809,829,ms
:layer_4:module_4_207:compileDebugKotlin,Remove duplicate classes,7.46,9.66,6,10,12,15,ms
:layer_4:module_4_207:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,50.7,69.32,41,56,75,84,ms
:layer_4:module_4_207:compileDebugKotlin,Load current classpath snapshot,7.84,10.12,7,11,12,15,ms
:layer_4:module_4_207:compileDebugKotlin,Compiler IR lowering,251.82,235.1,222,215,393,333,ms
:layer_4:module_4_207:compileDebugKotlin,Clear jar cache,1.96,1.86,2,1,4,4,ms
:layer_4:module_4_207:compileDebugKotlin,Spent time before task action,64.78,60.18,45,56,118,91,ms
:layer_4:module_4_207:compileDebugKotlin,Task action before worker execution,14.8,17.5,11,13,25,28,ms
:layer_4:module_4_207:compileDebugKotlin,Start gradle worker,1.37,1.51,1,1,3,3,ms
:layer_4:module_4_207:compileDebugKotlin,Run compilation in Gradle worker,1838.94,1848.24,1823,1797,2334,2333,ms
:layer_4:module_4_207:compileDebugKotlin,Compiler backend,158.74,146.48,131,137,214,210,ms
:layer_4:module_4_207:compileDebugKotlin,Run compilation,1815.16,1838.52,1796,1790,2313,2323,ms
:layer_4:module_4_207:compileDebugKotlin,Connect to Kotlin daemon,20.8,6.74,5,6,17,11,ms
:layer_4:module_4_207:compileDebugKotlin,Compiler code analysis,350.2,379.88,331,360,483,506,ms
:layer_4:module_4_207:compileDebugKotlin,Total Gradle task time,1970.4,1975.44,1953,1926,2455,2475,ms
:layer_4:module_4_207:compileDebugKotlin,Calculate output size,1.54,3.82,1,1,3,4,ms
:layer_4:module_4_207:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_4:module_4_207:compileDebugKotlin,Code generation lines per second,1201,1270,1233,1232,1582,1647,
:layer_4:module_4_207:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,261,261,261,261,261,261,
:layer_4:module_4_207:compileDebugKotlin,Total size of the cache directory,575.9,575.9,576,576,576,576,KB
:layer_4:module_4_207:compileDebugKotlin,Analysis lines per second,1365,1302,1383,1272,1787,1814,
:layer_4:module_4_207:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_4:module_4_207:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_4:module_4_207:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_4:module_4_207:compileDebugKotlin,Number of classpath entries,262,262,262,262,262,262,
:layer_4:module_4_207:compileDebugKotlin,Size of classpath snapshot,18.8,18.8,19,19,19,19,MB
:layer_4:module_4_207:compileDebugKotlin,Size of shrunk classpath snapshot,36.8,36.8,37,37,37,37,KB
:layer_4:module_4_207:compileDebugKotlin,Number of lines analyzed,459,459,459,459,459,459,
:layer_4:module_4_207:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:layer_4:module_4_207:compileDebugKotlin,Clear output,1.0,2.33,1,2,1,3,ms
:layer_4:module_4_207:compileDebugKotlin,Store build info,3.0,2.0,3,2,3,2,ms
:layer_4:module_4_207:compileDebugKotlin,Save shrunk current classpath snapshot,2.5,3.0,3,3,3,3,ms
:layer_4:module_4_208:compileDebugKotlin,Sources compilation round,1750.22,1800.02,1714,1756,2113,2327,ms
:layer_4:module_4_208:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,66.0,76.12,62,66,97,107,ms
:layer_4:module_4_208:compileDebugKotlin,Compiler initialization time,50.94,53.52,47,48,65,89,ms
:layer_4:module_4_208:compileDebugKotlin,Clear outputs on rebuild,1.0,,1,,1,,ms
:layer_4:module_4_208:compileDebugKotlin,Update caches,3.88,4.64,3,4,7,8,ms
:layer_4:module_4_208:compileDebugKotlin,Incremental compilation in daemon,1895.36,1954.2,1872,1896,2284,2510,ms
:layer_4:module_4_208:compileDebugKotlin,Compiler code generation,401.54,435.12,389,403,526,612,ms
:layer_4:module_4_208:compileDebugKotlin,Compiler translation to IR,714.62,719.64,660,676,927,870,ms
:layer_4:module_4_208:compileDebugKotlin,Remove duplicate classes,9.12,14.6,8,10,14,17,ms
:layer_4:module_4_208:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,53.22,57.82,45,50,81,86,ms
:layer_4:module_4_208:compileDebugKotlin,Load current classpath snapshot,9.62,15.28,9,11,15,18,ms
:layer_4:module_4_208:compileDebugKotlin,Compiler IR lowering,243.42,275.16,235,225,336,436,ms
:layer_4:module_4_208:compileDebugKotlin,Clear jar cache,1.76,2.1,2,2,3,4,ms
:layer_4:module_4_208:compileDebugKotlin,Spent time before task action,60.32,70.72,54,69,105,110,ms
:layer_4:module_4_208:compileDebugKotlin,Task action before worker execution,19.0,17.22,14,14,31,30,ms
:layer_4:module_4_208:compileDebugKotlin,Start gradle worker,1.71,1.58,1,1,4,4,ms
:layer_4:module_4_208:compileDebugKotlin,Run compilation in Gradle worker,1928.08,1981.6,1897,1918,2316,2528,ms
:layer_4:module_4_208:compileDebugKotlin,Compiler backend,157.66,159.48,145,146,254,241,ms
:layer_4:module_4_208:compileDebugKotlin,Run compilation,1919.1,1970.38,1892,1907,2307,2520,ms
:layer_4:module_4_208:compileDebugKotlin,Connect to Kotlin daemon,6.14,8.24,5,6,12,15,ms
:layer_4:module_4_208:compileDebugKotlin,Compiler code analysis,415.88,421.72,378,385,531,586,ms
:layer_4:module_4_208:compileDebugKotlin,Total Gradle task time,2061.6,2129.0,2041,2075,2450,2667,ms
:layer_4:module_4_208:compileDebugKotlin,Calculate output size,2.06,2.02,1,1,4,4,ms
:layer_4:module_4_208:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_4:module_4_208:compileDebugKotlin,Code generation lines per second,1470,1423,1466,1414,1865,1903,
:layer_4:module_4_208:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,276,276,276,276,276,276,
:layer_4:module_4_208:compileDebugKotlin,Total size of the cache directory,600.6,600.6,601,601,601,601,KB
:layer_4:module_4_208:compileDebugKotlin,Analysis lines per second,1444,1430,1508,1480,1854,1723,
:layer_4:module_4_208:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_4:module_4_208:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_4:module_4_208:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_4:module_4_208:compileDebugKotlin,Number of classpath entries,277,277,277,277,277,277,
:layer_4:module_4_208:compileDebugKotlin,Size of classpath snapshot,20.0,20.0,20,20,20,20,MB
:layer_4:module_4_208:compileDebugKotlin,Size of shrunk classpath snapshot,50.7,50.7,51,51,51,51,KB
:layer_4:module_4_208:compileDebugKotlin,Number of lines analyzed,571,571,571,571,571,571,
:layer_4:module_4_208:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:layer_4:module_4_208:compileDebugKotlin,Save shrunk current classpath snapshot,2.5,2.33,3,3,3,3,ms
:layer_4:module_4_209:compileDebugKotlin,Sources compilation round,1768.24,1731.62,1697,1680,2230,2182,ms
:layer_4:module_4_209:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,63.9,59.02,59,53,95,89,ms
:layer_4:module_4_209:compileDebugKotlin,Compiler initialization time,51.42,47.34,49,48,86,66,ms
:layer_4:module_4_209:compileDebugKotlin,Update caches,5.54,3.96,3,3,6,6,ms
:layer_4:module_4_209:compileDebugKotlin,Incremental compilation in daemon,1907.2,1860.26,1852,1807,2396,2302,ms
:layer_4:module_4_209:compileDebugKotlin,Compiler code generation,444.84,453.32,421,409,587,657,ms
:layer_4:module_4_209:compileDebugKotlin,Compiler translation to IR,745.98,706.48,685,670,1019,836,ms
:layer_4:module_4_209:compileDebugKotlin,Remove duplicate classes,9.18,8.4,9,7,14,13,ms
:layer_4:module_4_209:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,51.44,47.46,45,40,77,74,ms
:layer_4:module_4_209:compileDebugKotlin,Load current classpath snapshot,9.84,9.08,9,7,15,14,ms
:layer_4:module_4_209:compileDebugKotlin,Compiler IR lowering,296.12,299.32,266,275,454,463,ms
:layer_4:module_4_209:compileDebugKotlin,Spent time before task action,60.62,69.46,53,59,98,97,ms
:layer_4:module_4_209:compileDebugKotlin,Task action before worker execution,15.66,14.6,13,12,26,25,ms
:layer_4:module_4_209:compileDebugKotlin,Start gradle worker,1.52,1.38,1,1,3,3,ms
:layer_4:module_4_209:compileDebugKotlin,Run compilation in Gradle worker,1936.44,1886.82,1874,1829,2417,2327,ms
:layer_4:module_4_209:compileDebugKotlin,Compiler backend,148.18,153.68,144,139,197,214,ms
:layer_4:module_4_209:compileDebugKotlin,Run compilation,1927.64,1872.54,1863,1819,2410,2312,ms
:layer_4:module_4_209:compileDebugKotlin,Connect to Kotlin daemon,5.9,5.98,5,5,10,10,ms
:layer_4:module_4_209:compileDebugKotlin,Compiler code analysis,363.78,369.44,341,360,505,483,ms
:layer_4:module_4_209:compileDebugKotlin,Total Gradle task time,2063.14,2027.0,1996,1965,2559,2483,ms
:layer_4:module_4_209:compileDebugKotlin,Calculate output size,1.66,1.9,1,1,4,4,ms
:layer_4:module_4_209:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_4:module_4_209:compileDebugKotlin,Code generation lines per second,1180,1151,1163,1196,1539,1486,
:layer_4:module_4_209:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,268,268,268,268,268,268,
:layer_4:module_4_209:compileDebugKotlin,Total size of the cache directory,578.7,578.7,579,579,579,579,KB
:layer_4:module_4_209:compileDebugKotlin,Analysis lines per second,1405,1383,1435,1359,1721,1782,
:layer_4:module_4_209:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_4:module_4_209:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_4:module_4_209:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_4:module_4_209:compileDebugKotlin,Number of classpath entries,269,269,269,269,269,269,
:layer_4:module_4_209:compileDebugKotlin,Size of classpath snapshot,19.4,19.4,19,19,19,19,MB
:layer_4:module_4_209:compileDebugKotlin,Size of shrunk classpath snapshot,38.8,38.8,39,39,39,39,KB
:layer_4:module_4_209:compileDebugKotlin,Number of lines analyzed,490,490,490,490,490,490,
:layer_4:module_4_209:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:layer_4:module_4_209:compileDebugKotlin,Save shrunk current classpath snapshot,2.17,1.0,2,1,4,1,ms
:layer_4:module_4_209:compileDebugKotlin,Clear jar cache,1.76,1.89,1,1,3,3,ms
:layer_4:module_4_209:compileDebugKotlin,Clear output,4.5,,5,,8,,ms
:layer_4:module_4_210:compileDebugKotlin,Sources compilation round,1728.04,1695.18,1740,1625,2186,2245,ms
:layer_4:module_4_210:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,60.2,64.96,49,51,87,104,ms
:layer_4:module_4_210:compileDebugKotlin,Compiler initialization time,39.14,47.4,39,44,52,72,ms
:layer_4:module_4_210:compileDebugKotlin,Update caches,2.78,3.16,2,3,5,6,ms
:layer_4:module_4_210:compileDebugKotlin,Incremental compilation in daemon,1864.12,1834.1,1861,1772,2341,2360,ms
:layer_4:module_4_210:compileDebugKotlin,Compiler code generation,391.36,443.94,367,362,519,865,ms
:layer_4:module_4_210:compileDebugKotlin,Compiler translation to IR,739.5,656.42,676,644,1158,803,ms
