Category,Metric,varianta_k2_kotlin_2.2.0 Mean,variantb_k2_increase_memory_gradle Mean,varianta_k2_kotlin_2.2.0 P50,variantb_k2_increase_memory_gradle P50,varianta_k2_kotlin_2.2.0 P90,variantb_k2_increase_memory_gradle P90,Unit
:layer_4:module_4_210:compileDebugKotlin,Remove duplicate classes,7.12,7.76,6,6,11,13,ms
:layer_4:module_4_210:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,50.18,53.84,40,41,72,80,ms
:layer_4:module_4_210:compileDebugKotlin,Load current classpath snapshot,7.42,8.56,6,7,11,15,ms
:layer_4:module_4_210:compileDebugKotlin,Compiler IR lowering,242.74,322.66,220,234,349,720,ms
:layer_4:module_4_210:compileDebugKotlin,Spent time before task action,56.6,69.14,47,69,88,105,ms
:layer_4:module_4_210:compileDebugKotlin,Task action before worker execution,17.78,22.76,12,15,26,31,ms
:layer_4:module_4_210:compileDebugKotlin,Start gradle worker,1.8,2.04,1,1,4,4,ms
:layer_4:module_4_210:compileDebugKotlin,Run compilation in Gradle worker,1898.4,1869.32,1880,1794,2370,2389,ms
:layer_4:module_4_210:compileDebugKotlin,Compiler backend,148.06,120.7,126,113,188,168,ms
:layer_4:module_4_210:compileDebugKotlin,Run compilation,1884.32,1856.24,1871,1789,2357,2380,ms
:layer_4:module_4_210:compileDebugKotlin,Connect to Kotlin daemon,11.16,10.34,5,7,11,12,ms
:layer_4:module_4_210:compileDebugKotlin,Compiler code analysis,391.94,387.56,376,360,514,551,ms
:layer_4:module_4_210:compileDebugKotlin,Total Gradle task time,2021.46,2007.78,2007,1903,2485,2576,ms
:layer_4:module_4_210:compileDebugKotlin,Calculate output size,1.44,1.94,1,1,3,4,ms
:layer_4:module_4_210:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_4:module_4_210:compileDebugKotlin,Code generation lines per second,1300,1301,1312,1330,1643,1851,
:layer_4:module_4_210:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,252,252,252,252,252,252,
:layer_4:module_4_210:compileDebugKotlin,Total size of the cache directory,568.2,568.2,568,568,568,568,KB
:layer_4:module_4_210:compileDebugKotlin,Analysis lines per second,1313,1326,1283,1338,1685,1698,
:layer_4:module_4_210:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_4:module_4_210:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_4:module_4_210:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_4:module_4_210:compileDebugKotlin,Number of classpath entries,253,253,253,253,253,253,
:layer_4:module_4_210:compileDebugKotlin,Size of classpath snapshot,18.1,18.1,18,18,18,18,MB
:layer_4:module_4_210:compileDebugKotlin,Size of shrunk classpath snapshot,32.4,32.4,32,32,32,32,KB
:layer_4:module_4_210:compileDebugKotlin,Number of lines analyzed,482,482,482,482,482,482,
:layer_4:module_4_210:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:layer_4:module_4_210:compileDebugKotlin,Clear jar cache,1.58,2.38,1,1,3,5,ms
:layer_4:module_4_210:compileDebugKotlin,Save shrunk current classpath snapshot,1.67,2.5,1,3,3,3,ms
:layer_4:module_4_210:compileDebugKotlin,Clear outputs on rebuild,2.0,1.0,2,1,3,1,ms
:layer_4:module_4_210:compileDebugKotlin,Store build info,3.0,3.0,3,3,3,3,ms
:layer_4:module_4_211:compileDebugKotlin,Sources compilation round,1724.82,1742.7,1668,1708,2219,2344,ms
:layer_4:module_4_211:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,57.42,65.52,46,50,87,92,ms
:layer_4:module_4_211:compileDebugKotlin,Compiler initialization time,50.0,56.76,44,43,82,88,ms
:layer_4:module_4_211:compileDebugKotlin,Update caches,3.24,3.74,3,3,6,6,ms
:layer_4:module_4_211:compileDebugKotlin,Incremental compilation in daemon,1849.68,1882.66,1822,1805,2330,2466,ms
:layer_4:module_4_211:compileDebugKotlin,Compiler code generation,446.42,436.32,410,400,632,607,ms
:layer_4:module_4_211:compileDebugKotlin,Compiler translation to IR,710.52,744.4,669,687,892,996,ms
:layer_4:module_4_211:compileDebugKotlin,Remove duplicate classes,6.86,8.2,6,6,12,13,ms
:layer_4:module_4_211:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,47.4,53.28,37,39,73,76,ms
:layer_4:module_4_211:compileDebugKotlin,Load current classpath snapshot,7.34,8.58,6,6,12,13,ms
:layer_4:module_4_211:compileDebugKotlin,Compiler IR lowering,290.98,277.6,256,263,427,392,ms
:layer_4:module_4_211:compileDebugKotlin,Clear jar cache,1.83,2.32,1,2,4,4,ms
:layer_4:module_4_211:compileDebugKotlin,Spent time before task action,60.56,70.92,54,55,92,137,ms
:layer_4:module_4_211:compileDebugKotlin,Task action before worker execution,22.36,15.86,13,13,29,26,ms
:layer_4:module_4_211:compileDebugKotlin,Start gradle worker,1.65,1.48,1,1,3,3,ms
:layer_4:module_4_211:compileDebugKotlin,Run compilation in Gradle worker,1876.12,1921.34,1844,1827,2365,2503,ms
:layer_4:module_4_211:compileDebugKotlin,Compiler backend,154.88,158.26,138,132,233,217,ms
:layer_4:module_4_211:compileDebugKotlin,Run compilation,1867.1,1895.18,1836,1815,2353,2476,ms
:layer_4:module_4_211:compileDebugKotlin,Connect to Kotlin daemon,6.32,23.0,6,5,12,17,ms
:layer_4:module_4_211:compileDebugKotlin,Compiler code analysis,378.0,349.82,340,338,541,453,ms
:layer_4:module_4_211:compileDebugKotlin,Total Gradle task time,2003.92,2059.64,1980,1995,2491,2618,ms
:layer_4:module_4_211:compileDebugKotlin,Calculate output size,1.36,1.6,1,1,3,4,ms
:layer_4:module_4_211:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_4:module_4_211:compileDebugKotlin,Code generation lines per second,1181,1195,1174,1203,1565,1678,
:layer_4:module_4_211:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,254,254,254,254,254,254,
:layer_4:module_4_211:compileDebugKotlin,Total size of the cache directory,578.0,578.0,578,578,578,578,KB
:layer_4:module_4_211:compileDebugKotlin,Analysis lines per second,1377,1443,1416,1423,1807,1887,
:layer_4:module_4_211:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_4:module_4_211:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_4:module_4_211:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_4:module_4_211:compileDebugKotlin,Number of classpath entries,255,255,255,255,255,255,
:layer_4:module_4_211:compileDebugKotlin,Size of classpath snapshot,18.2,18.2,18,18,18,18,MB
:layer_4:module_4_211:compileDebugKotlin,Size of shrunk classpath snapshot,33.4,33.4,33,33,33,33,KB
:layer_4:module_4_211:compileDebugKotlin,Number of lines analyzed,482,482,482,482,482,482,
:layer_4:module_4_211:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:layer_4:module_4_211:compileDebugKotlin,Store build info,2.0,3.0,2,3,2,3,ms
:layer_4:module_4_211:compileDebugKotlin,Save shrunk current classpath snapshot,2.5,1.0,3,1,3,1,ms
:layer_4:module_4_212:compileDebugKotlin,Sources compilation round,1609.56,1711.62,1539,1704,2153,2161,ms
:layer_4:module_4_212:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,63.1,67.42,49,60,84,96,ms
:layer_4:module_4_212:compileDebugKotlin,Compiler initialization time,48.34,48.76,45,45,82,83,ms
:layer_4:module_4_212:compileDebugKotlin,Update caches,3.96,3.46,3,3,8,6,ms
:layer_4:module_4_212:compileDebugKotlin,Incremental compilation in daemon,1745.02,1852.26,1661,1830,2314,2284,ms
:layer_4:module_4_212:compileDebugKotlin,Compiler code generation,380.3,417.46,351,373,531,601,ms
:layer_4:module_4_212:compileDebugKotlin,Compiler translation to IR,677.96,693.42,651,687,899,899,ms
:layer_4:module_4_212:compileDebugKotlin,Remove duplicate classes,7.76,10.56,6,7,13,16,ms
:layer_4:module_4_212:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,52.44,53.58,39,42,72,80,ms
:layer_4:module_4_212:compileDebugKotlin,Load current classpath snapshot,8.14,11.22,6,8,13,16,ms
:layer_4:module_4_212:compileDebugKotlin,Compiler IR lowering,244.34,258.54,217,232,364,415,ms
:layer_4:module_4_212:compileDebugKotlin,Spent time before task action,62.24,64.32,48,62,105,99,ms
:layer_4:module_4_212:compileDebugKotlin,Task action before worker execution,18.42,26.78,12,14,28,28,ms
:layer_4:module_4_212:compileDebugKotlin,Start gradle worker,1.84,1.66,1,1,5,4,ms
:layer_4:module_4_212:compileDebugKotlin,Run compilation in Gradle worker,1771.04,1891.76,1693,1848,2338,2391,ms
:layer_4:module_4_212:compileDebugKotlin,Compiler backend,135.44,158.34,119,122,207,225,ms
:layer_4:module_4_212:compileDebugKotlin,Run compilation,1757.86,1868.94,1673,1841,2325,2296,ms
:layer_4:module_4_212:compileDebugKotlin,Connect to Kotlin daemon,10.68,20.1,5,6,11,14,ms
:layer_4:module_4_212:compileDebugKotlin,Compiler code analysis,362.74,396.28,326,375,524,533,ms
:layer_4:module_4_212:compileDebugKotlin,Total Gradle task time,1896.24,2032.92,1798,1983,2511,2616,ms
:layer_4:module_4_212:compileDebugKotlin,Calculate output size,1.67,1.81,1,1,4,4,ms
:layer_4:module_4_212:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_4:module_4_212:compileDebugKotlin,Code generation lines per second,1487,1391,1508,1417,1954,1915,
:layer_4:module_4_212:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,258,258,258,258,258,258,
:layer_4:module_4_212:compileDebugKotlin,Total size of the cache directory,578.2,578.2,578,578,578,578,KB
:layer_4:module_4_212:compileDebugKotlin,Analysis lines per second,1572,1400,1623,1407,2082,1788,
:layer_4:module_4_212:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_4:module_4_212:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_4:module_4_212:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_4:module_4_212:compileDebugKotlin,Number of classpath entries,259,259,259,259,259,259,
:layer_4:module_4_212:compileDebugKotlin,Size of classpath snapshot,18.5,18.5,19,19,19,19,MB
:layer_4:module_4_212:compileDebugKotlin,Size of shrunk classpath snapshot,35.5,35.5,36,36,36,36,KB
:layer_4:module_4_212:compileDebugKotlin,Number of lines analyzed,529,529,529,529,529,529,
:layer_4:module_4_212:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:layer_4:module_4_212:compileDebugKotlin,Clear jar cache,1.81,1.45,2,1,4,2,ms
:layer_4:module_4_212:compileDebugKotlin,Save shrunk current classpath snapshot,2.33,4.0,3,4,3,4,ms
:layer_4:module_4_212:compileDebugKotlin,Clear output,1.0,,1,,1,,ms
:layer_4:module_4_213:compileDebugKotlin,Sources compilation round,1608.28,1691.92,1554,1694,2013,2095,ms
:layer_4:module_4_213:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,71.12,69.24,61,63,107,105,ms
:layer_4:module_4_213:compileDebugKotlin,Compiler initialization time,52.78,48.4,48,47,95,75,ms
:layer_4:module_4_213:compileDebugKotlin,Update caches,2.98,3.8,2,4,5,6,ms
:layer_4:module_4_213:compileDebugKotlin,Incremental compilation in daemon,1748.74,1834.84,1687,1831,2178,2244,ms
:layer_4:module_4_213:compileDebugKotlin,Compiler code generation,386.48,431.26,366,375,547,672,ms
:layer_4:module_4_213:compileDebugKotlin,Compiler translation to IR,665.32,661.38,642,644,853,848,ms
:layer_4:module_4_213:compileDebugKotlin,Remove duplicate classes,8.54,8.9,7,9,13,14,ms
:layer_4:module_4_213:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,59.2,56.9,49,50,87,87,ms
:layer_4:module_4_213:compileDebugKotlin,Load current classpath snapshot,9.24,9.52,7,9,15,15,ms
:layer_4:module_4_213:compileDebugKotlin,Compiler IR lowering,248.52,277.4,231,245,349,400,ms
:layer_4:module_4_213:compileDebugKotlin,Spent time before task action,57.44,74.76,48,57,98,121,ms
:layer_4:module_4_213:compileDebugKotlin,Task action before worker execution,17.86,16.9,12,13,27,26,ms
:layer_4:module_4_213:compileDebugKotlin,Start gradle worker,1.7,1.54,1,1,4,3,ms
:layer_4:module_4_213:compileDebugKotlin,Run compilation in Gradle worker,1775.28,1866.24,1706,1851,2212,2338,ms
:layer_4:module_4_213:compileDebugKotlin,Compiler backend,137.42,153.38,124,122,211,201,ms
:layer_4:module_4_213:compileDebugKotlin,Run compilation,1765.44,1850.52,1700,1842,2199,2327,ms
:layer_4:module_4_213:compileDebugKotlin,Connect to Kotlin daemon,6.6,12.94,5,6,13,11,ms
:layer_4:module_4_213:compileDebugKotlin,Compiler code analysis,353.24,376.0,336,347,474,483,ms
:layer_4:module_4_213:compileDebugKotlin,Total Gradle task time,1895.5,2011.82,1832,2000,2361,2530,ms
:layer_4:module_4_213:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_4:module_4_213:compileDebugKotlin,Code generation lines per second,1262,1177,1247,1218,1712,1544,
:layer_4:module_4_213:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,273,273,273,273,273,273,
:layer_4:module_4_213:compileDebugKotlin,Total size of the cache directory,575.8,575.8,576,576,576,576,KB
:layer_4:module_4_213:compileDebugKotlin,Analysis lines per second,1368,1304,1360,1315,1774,1725,
:layer_4:module_4_213:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_4:module_4_213:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_4:module_4_213:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_4:module_4_213:compileDebugKotlin,Number of classpath entries,274,274,274,274,274,274,
:layer_4:module_4_213:compileDebugKotlin,Size of classpath snapshot,19.8,19.8,20,20,20,20,MB
:layer_4:module_4_213:compileDebugKotlin,Size of shrunk classpath snapshot,35.6,35.6,36,36,36,36,KB
:layer_4:module_4_213:compileDebugKotlin,Number of lines analyzed,457,457,457,457,457,457,
:layer_4:module_4_213:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:layer_4:module_4_213:compileDebugKotlin,Calculate output size,1.55,1.98,1,1,4,5,ms
:layer_4:module_4_213:compileDebugKotlin,Clear jar cache,1.88,2.32,2,2,4,4,ms
:layer_4:module_4_213:compileDebugKotlin,Save shrunk current classpath snapshot,3.0,2.0,3,2,3,3,ms
:layer_4:module_4_214:compileDebugKotlin,Sources compilation round,1712.44,1773.0,1675,1734,2101,2300,ms
:layer_4:module_4_214:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,63.46,56.98,51,50,95,86,ms
:layer_4:module_4_214:compileDebugKotlin,Compiler initialization time,51.26,54.16,50,50,71,74,ms
:layer_4:module_4_214:compileDebugKotlin,Update caches,3.56,3.84,3,3,8,7,ms
:layer_4:module_4_214:compileDebugKotlin,Incremental compilation in daemon,1860.92,1906.88,1858,1854,2231,2388,ms
:layer_4:module_4_214:compileDebugKotlin,Compiler code generation,444.16,416.78,411,391,619,555,ms
:layer_4:module_4_214:compileDebugKotlin,Compiler translation to IR,701.28,751.48,679,683,823,1150,ms
:layer_4:module_4_214:compileDebugKotlin,Remove duplicate classes,7.98,8.3,6,7,14,14,ms
:layer_4:module_4_214:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,52.68,45.76,42,41,82,71,ms
:layer_4:module_4_214:compileDebugKotlin,Load current classpath snapshot,8.34,8.92,6,8,15,14,ms
:layer_4:module_4_214:compileDebugKotlin,Compiler IR lowering,294.1,269.56,267,246,408,366,ms
:layer_4:module_4_214:compileDebugKotlin,Spent time before task action,62.68,65.96,45,49,111,106,ms
:layer_4:module_4_214:compileDebugKotlin,Task action before worker execution,13.9,14.8,12,12,24,28,ms
:layer_4:module_4_214:compileDebugKotlin,Start gradle worker,1.6,1.56,1,1,4,4,ms
:layer_4:module_4_214:compileDebugKotlin,Run compilation in Gradle worker,1889.42,1944.84,1876,1879,2251,2411,ms
:layer_4:module_4_214:compileDebugKotlin,Compiler backend,149.46,146.82,131,128,228,230,ms
:layer_4:module_4_214:compileDebugKotlin,Run compilation,1879.32,1931.0,1871,1871,2244,2403,ms
:layer_4:module_4_214:compileDebugKotlin,Connect to Kotlin daemon,7.08,10.92,4,5,9,12,ms
:layer_4:module_4_214:compileDebugKotlin,Compiler code analysis,375.92,403.04,357,378,503,580,ms
:layer_4:module_4_214:compileDebugKotlin,Total Gradle task time,2025.58,2085.16,2039,2015,2358,2608,ms
:layer_4:module_4_214:compileDebugKotlin,Calculate output size,1.82,1.88,1,1,4,4,ms
:layer_4:module_4_214:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_4:module_4_214:compileDebugKotlin,Code generation lines per second,1140,1204,1163,1222,1527,1483,
:layer_4:module_4_214:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,255,255,255,255,255,255,
:layer_4:module_4_214:compileDebugKotlin,Total size of the cache directory,577.7,577.7,578,578,578,578,KB
:layer_4:module_4_214:compileDebugKotlin,Analysis lines per second,1338,1268,1337,1264,1728,1653,
:layer_4:module_4_214:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_4:module_4_214:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_4:module_4_214:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_4:module_4_214:compileDebugKotlin,Number of classpath entries,256,256,256,256,256,256,
:layer_4:module_4_214:compileDebugKotlin,Size of classpath snapshot,18.3,18.3,18,18,18,18,MB
:layer_4:module_4_214:compileDebugKotlin,Size of shrunk classpath snapshot,28.5,28.5,29,29,29,29,KB
:layer_4:module_4_214:compileDebugKotlin,Number of lines analyzed,478,478,478,478,478,478,
:layer_4:module_4_214:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:layer_4:module_4_214:compileDebugKotlin,Clear jar cache,1.83,1.75,1,1,5,4,ms
:layer_4:module_4_214:compileDebugKotlin,Save shrunk current classpath snapshot,2.0,1.0,2,1,3,1,ms
:layer_4:module_4_215:compileDebugKotlin,Sources compilation round,1678.22,1650.88,1634,1620,2049,1941,ms
:layer_4:module_4_215:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,55.3,73.36,47,54,87,92,ms
:layer_4:module_4_215:compileDebugKotlin,Compiler initialization time,43.14,45.46,44,44,56,66,ms
:layer_4:module_4_215:compileDebugKotlin,Update caches,3.22,3.32,2,3,7,6,ms
:layer_4:module_4_215:compileDebugKotlin,Incremental compilation in daemon,1818.46,1789.12,1810,1742,2175,2181,ms
:layer_4:module_4_215:compileDebugKotlin,Compiler code generation,392.6,383.88,370,373,573,522,ms
:layer_4:module_4_215:compileDebugKotlin,Compiler translation to IR,673.14,677.56,671,644,817,908,ms
:layer_4:module_4_215:compileDebugKotlin,Remove duplicate classes,7.56,8.44,6,6,11,13,ms
:layer_4:module_4_215:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,44.8,62.02,37,42,69,78,ms
:layer_4:module_4_215:compileDebugKotlin,Load current classpath snapshot,8.06,9.0,6,7,13,13,ms
:layer_4:module_4_215:compileDebugKotlin,Compiler IR lowering,247.92,250.0,235,239,334,328,ms
:layer_4:module_4_215:compileDebugKotlin,Clear jar cache,1.58,1.89,1,1,4,4,ms
