Category,Metric,varianta_2.2.0 Mean,variantb_2.2.20-Beta2 Mean,varianta_2.2.0 P50,variantb_2.2.20-Beta2 P50,varianta_2.2.0 P90,variantb_2.2.20-Beta2 P90,Unit
Task Path,:domain:list-login:kspDebugKotlin,3127,3090,3073,3013,3600,3535,ms
Task Path,:domain:identity-login:compileDebugKotlin,1997,1862,1909,1858,2448,2160,ms
Task Path,:domain:list-login:compileDebugKotlin,1521,1375,1482,1392,2074,1618,ms
Task Path,:domain:log-login:kspDebugKotlin,2815,2730,2741,2681,3880,3319,ms
Task Path,:domain:location-login:compileDebugKotlin,2312,2171,2185,2098,3248,2964,ms
Task Path,:domain:log-login:compileDebugKotlin,1787,1705,1680,1666,2235,2264,ms
Task Path,:domain:login-login:kspDebugKotlin,2589,2602,2515,2558,3216,3321,ms
Task Path,:domain:login-identity:kspDebugKotlin,2992,3051,2993,3024,3768,3949,ms
Task Path,:domain:map-login:kspDebugKotlin,2563,2634,2384,2502,3232,3343,ms
Task Path,:domain:login-login:compileDebugKotlin,1530,1529,1430,1496,1972,1952,ms
Task Path,:domain:login-identity:compileDebugKotlin,1520,1528,1489,1472,2043,2011,ms
Task Path,:domain:map-login:compileDebugKotlin,1504,1546,1434,1584,1995,1933,ms
Task Path,:domain:media-login:kspDebugKotlin,2967,3046,3049,2999,3407,3556,ms
Task Path,:domain:media-login:compileDebugKotlin,2059,1966,1955,2059,3095,2497,ms
Task Path,:domain:message-login:kspDebugKotlin,2633,2710,2651,2663,3392,3237,ms
Task Path,:domain:network-login:kspDebugKotlin,2968,2848,2921,2842,3976,3359,ms
Task Path,:domain:metric-login:kspDebugKotlin,3243,3257,3254,3240,4044,3747,ms
Task Path,:domain:message-login:compileDebugKotlin,1950,1774,1838,1759,2557,2043,ms
Task Path,:domain:network-login:compileDebugKotlin,1677,1600,1616,1518,2370,1963,ms
Task Path,:domain:news-login:kspDebugKotlin,2548,2629,2418,2552,3234,3052,ms
Task Path,:domain:metric-login:compileDebugKotlin,2132,1982,2065,1857,2911,2495,ms
Task Path,:domain:news-login:compileDebugKotlin,1485,1355,1432,1326,1956,1698,ms
Task Path,:domain:note-login:kspDebugKotlin,2581,2473,2366,2399,3479,3161,ms
Task Path,:domain:notification-login:kspDebugKotlin,2748,2694,2550,2587,3551,3318,ms
Task Path,:domain:note-login:compileDebugKotlin,1777,1582,1767,1541,2128,1936,ms
Task Path,:domain:photo-login:kspDebugKotlin,2803,2642,2745,2484,3468,3236,ms
Task Path,:domain:notification-login:compileDebugKotlin,2041,1872,1957,1781,2559,2479,ms
Task Path,:domain:playlist-login:kspDebugKotlin,2767,2646,2727,2580,3393,3398,ms
Task Path,:domain:photo-login:compileDebugKotlin,2175,1880,2171,1792,2793,2491,ms
Task Path,:domain:playlist-login:compileDebugKotlin,1804,1558,1690,1542,2404,1838,ms
Task Path,:domain:podcast-login:kspDebugKotlin,2817,2716,2720,2548,3371,3396,ms
Task Path,:domain:post-login:kspDebugKotlin,2784,2566,2667,2420,3591,3158,ms
Task Path,:domain:podcast-login:compileDebugKotlin,1957,1828,1908,1748,2510,2557,ms
Task Path,:domain:post-login:compileDebugKotlin,1723,1699,1693,1670,2231,2007,ms
Task Path,:domain:profile-login:kspDebugKotlin,2828,2777,2798,2690,3584,3464,ms
Task Path,:domain:push-identity:kspDebugKotlin,2707,2746,2615,2664,3236,3456,ms
Task Path,:domain:push-identity:compileDebugKotlin,1472,1492,1449,1413,1743,1898,ms
Task Path,:domain:profile-login:compileDebugKotlin,2088,2202,2055,2243,2487,2598,ms
Task Path,:domain:report-login:kspDebugKotlin,2697,2761,2722,2811,3239,3116,ms
Task Path,:domain:search-login:kspDebugKotlin,3327,3152,3295,3159,3995,3680,ms
Task Path,:domain:report-login:compileDebugKotlin,1755,1686,1654,1694,2144,2009,ms
Task Path,:domain:session-login:kspDebugKotlin,3018,2976,2950,2833,3716,3839,ms
Task Path,:domain:setting-login:kspDebugKotlin,2685,2646,2726,2514,3425,3381,ms
Task Path,:domain:search-login:compileDebugKotlin,2469,2380,2228,2272,3566,3454,ms
Task Path,:domain:session-login:compileDebugKotlin,1515,1559,1481,1529,1907,2108,ms
Task Path,:domain:setting-login:compileDebugKotlin,1700,1786,1636,1753,2296,2406,ms
Task Path,:domain:share-login:kspDebugKotlin,2712,2808,2575,2691,3758,3906,ms
Task Path,:domain:status-login:kspDebugKotlin,2708,2637,2593,2523,3487,3998,ms
Task Path,:domain:share-login:compileDebugKotlin,1882,1702,1834,1623,2272,2125,ms
Task Path,:domain:sync-login:kspDebugKotlin,2785,2814,2638,2546,3396,3737,ms
Task Path,:domain:task-login:kspDebugKotlin,2824,2870,2747,2704,3361,3848,ms
Task Path,:domain:status-login:compileDebugKotlin,2229,2242,2186,2184,2787,2743,ms
Task Path,:domain:sync-login:compileDebugKotlin,2284,2138,2301,2104,2746,2516,ms
Task Path,:domain:task-login:compileDebugKotlin,2286,2070,2287,1962,2814,2508,ms
Task Path,:domain:timer-login:kspDebugKotlin,3354,3298,3416,3199,3812,4255,ms
Task Path,:domain:todo-login:kspDebugKotlin,2788,2710,2795,2621,3419,3249,ms
Task Path,:domain:timer-login:compileDebugKotlin,2373,2092,2365,2036,2923,2419,ms
Task Path,:domain:todo-login:compileDebugKotlin,1763,1755,1684,1703,2178,2043,ms
Task Path,:domain:user-login:kspDebugKotlin,3095,2986,2996,2849,3983,3534,ms
Task Path,:domain:video-login:kspDebugKotlin,2962,2788,2812,2651,3979,3290,ms
Task Path,:domain:user-login:compileDebugKotlin,1822,1677,1775,1602,2188,2108,ms
Task Path,:domain:weather-login:kspDebugKotlin,2657,2614,2539,2498,3346,3075,ms
Task Path,:domain:video-login:compileDebugKotlin,2285,2182,2178,2093,2871,2552,ms
Task Path,:repository:alarm-identity:kspDebugKotlin,2769,2487,2671,2464,3377,2938,ms
Task Path,:domain:weather-login:compileDebugKotlin,1505,1425,1496,1385,2056,2027,ms
Task Path,:repository:analytics-identity:kspDebugKotlin,3054,2773,3077,2786,3634,3168,ms
Task Path,:repository:alarm-identity:compileDebugKotlin,2120,1856,2203,1839,2493,2157,ms
Task Path,:repository:checkout-identity:kspDebugKotlin,2932,2449,2858,2464,3493,3073,ms
Task Path,:repository:analytics-identity:compileDebugKotlin,2023,1900,1955,1765,2508,2528,ms
Task Path,:repository:account-identity:kspDebugKotlin,2691,2483,2653,2423,3231,2910,ms
Task Path,:repository:account-identity:compileDebugKotlin,1365,1532,1327,1351,1735,2124,ms
Task Path,:repository:article-identity:kspDebugKotlin,2773,2719,2849,2698,3475,3213,ms
Task Path,:repository:calendar-identity:kspDebugKotlin,2596,2633,2532,2623,3135,3242,ms
Task Path,:repository:cart-identity:kspDebugKotlin,2611,2475,2566,2455,3273,2991,ms
Task Path,:repository:article-identity:compileDebugKotlin,2057,1966,1981,1928,2696,2401,ms
Task Path,:repository:cart-identity:compileDebugKotlin,1408,1296,1416,1325,1775,1454,ms
Task Path,:repository:calendar-identity:compileDebugKotlin,2252,2043,2195,2043,2734,2399,ms
Task Path,:repository:checkout-identity:compileDebugKotlin,2164,2146,2128,2102,2562,2508,ms
Task Path,:repository:comment-identity:kspDebugKotlin,2656,2367,2505,2295,3488,3071,ms
Task Path,:repository:event-identity:kspDebugKotlin,2589,2414,2585,2277,3264,3068,ms
Task Path,:repository:feed-identity:kspDebugKotlin,2640,2450,2611,2464,3778,2847,ms
Task Path,:repository:file-identity:kspDebugKotlin,3206,2976,2892,2858,4391,3799,ms
Task Path,:repository:event-identity:compileDebugKotlin,1718,1559,1516,1492,2786,1958,ms
Task Path,:repository:comment-identity:compileDebugKotlin,2107,1964,1871,1925,3226,2303,ms
Task Path,:repository:feed-identity:compileDebugKotlin,1741,1595,1629,1553,2439,2042,ms
Task Path,:repository:file-identity:compileDebugKotlin,2016,2007,2040,1879,2387,3122,ms
Task Path,:repository:forecast-identity:kspDebugKotlin,2587,2500,2545,2506,3245,3085,ms
Task Path,:repository:gallery-identity:kspDebugKotlin,2656,2720,2570,2575,3361,3947,ms
Task Path,:repository:group-identity:kspDebugKotlin,2475,2462,2384,2381,3062,3356,ms
Task Path,:repository:forecast-identity:compileDebugKotlin,1687,1694,1692,1563,1861,2442,ms
Task Path,:repository:identity-checkout:kspDebugKotlin,2859,3001,2859,2863,3410,3888,ms
Task Path,:repository:gallery-identity:compileDebugKotlin,2039,2072,2040,2032,2360,2632,ms
Task Path,:repository:group-identity:compileDebugKotlin,1471,1549,1448,1477,1776,2017,ms
Task Path,:repository:identity-checkout:compileDebugKotlin,1852,1578,1805,1565,2315,1963,ms
Task Path,:repository:identity-identity:kspDebugKotlin,2318,2196,2202,2143,2914,2940,ms
Task Path,:repository:list-identity:kspDebugKotlin,2496,2429,2395,2317,3152,3285,ms
Task Path,:repository:identity-identity:compileDebugKotlin,1188,1189,1135,1126,1644,1751,ms
Task Path,:repository:location-identity:kspDebugKotlin,3025,2847,2990,2711,3776,3734,ms
Task Path,:repository:log-identity:kspDebugKotlin,2646,2429,2512,2358,3471,2906,ms
Task Path,:repository:list-identity:compileDebugKotlin,1894,1744,1797,1659,2668,2068,ms
Task Path,:repository:log-identity:compileDebugKotlin,1606,1549,1469,1436,2289,2068,ms
Task Path,:repository:location-identity:compileDebugKotlin,2138,2062,2077,1951,2820,2544,ms
Task Path,:repository:login-checkout:kspDebugKotlin,2534,2511,2425,2376,3331,3075,ms
Task Path,:repository:login-checkout:compileDebugKotlin,1414,1211,1291,1161,2302,1603,ms
Task Path,:repository:map-identity:kspDebugKotlin,2919,2718,2816,2703,3983,3508,ms
Task Path,:repository:metric-identity:kspDebugKotlin,2543,2481,2446,2358,3003,3234,ms
Task Path,:repository:message-identity:kspDebugKotlin,2765,2656,2619,2638,3538,3130,ms
Task Path,:repository:map-identity:compileDebugKotlin,1580,1660,1546,1559,1866,2317,ms
Task Path,:repository:message-identity:compileDebugKotlin,1326,1516,1295,1397,1484,2237,ms
Task Path,:repository:network-identity:kspDebugKotlin,2527,2485,2554,2400,2780,3172,ms
Task Path,:repository:metric-identity:compileDebugKotlin,1867,1934,1811,1958,2239,2479,ms
Task Path,:repository:network-identity:compileDebugKotlin,1871,1999,1801,1911,2533,2805,ms
Task Path,:repository:news-identity:kspDebugKotlin,2527,2567,2441,2458,3218,3776,ms
Task Path,:repository:note-identity:kspDebugKotlin,2476,2567,2358,2467,3127,3363,ms
Task Path,:repository:notification-identity:kspDebugKotlin,2510,2516,2404,2437,3131,3278,ms
Task Path,:repository:news-identity:compileDebugKotlin,1717,1799,1681,1677,1898,2339,ms
Task Path,:repository:note-identity:compileDebugKotlin,1654,1729,1615,1615,2032,2177,ms
Task Path,:repository:photo-identity:kspDebugKotlin,2319,2501,2194,2342,3008,3261,ms
Task Path,:repository:notification-identity:compileDebugKotlin,1230,1309,1187,1305,1522,1583,ms
Task Path,:repository:photo-identity:compileDebugKotlin,1130,1188,1121,1158,1363,1672,ms
Task Path,:repository:playlist-identity:kspDebugKotlin,2299,2101,2315,1969,2953,2754,ms
Task Path,:repository:podcast-identity:kspDebugKotlin,2633,2621,2493,2404,3545,3659,ms
Task Path,:repository:profile-identity:kspDebugKotlin,2956,2794,2704,2686,3945,3703,ms
Task Path,:repository:playlist-identity:compileDebugKotlin,1688,1555,1564,1480,2577,2119,ms
Task Path,:repository:push-checkout:kspDebugKotlin,2651,2436,2353,2375,3616,2978,ms
Task Path,:repository:podcast-identity:compileDebugKotlin,1551,1371,1458,1385,2136,1536,ms
Task Path,:repository:profile-identity:compileDebugKotlin,1418,1346,1358,1353,1669,1480,ms
Task Path,:repository:push-checkout:compileDebugKotlin,1420,1302,1433,1314,1755,1527,ms
Task Path,:repository:report-identity:kspDebugKotlin,2196,2064,2112,2073,2899,2353,ms
Task Path,:repository:report-identity:compileDebugKotlin,1238,1136,1136,1126,1796,1412,ms
Task Path,:repository:search-identity:kspDebugKotlin,2300,2309,2262,2252,2724,2801,ms
Task Path,:repository:session-identity:kspDebugKotlin,2280,2258,2264,2152,2947,2750,ms
Task Path,:repository:setting-identity:kspDebugKotlin,2570,2648,2583,2574,3073,3213,ms
Task Path,:repository:session-identity:compileDebugKotlin,1479,1624,1463,1426,1743,2389,ms
Task Path,:repository:search-identity:compileDebugKotlin,2045,2229,1961,1940,2483,3096,ms
Task Path,:repository:share-identity:kspDebugKotlin,2489,2620,2362,2430,2992,3664,ms
Task Path,:repository:setting-identity:compileDebugKotlin,1987,2057,1855,1873,2713,2893,ms
Task Path,:repository:share-identity:compileDebugKotlin,1548,1371,1498,1342,2033,1608,ms
Task Path,:repository:status-identity:kspDebugKotlin,2545,2329,2495,2230,3412,3025,ms
Task Path,:repository:sync-identity:kspDebugKotlin,2520,2223,2343,2128,3197,2733,ms
Task Path,:repository:timer-identity:kspDebugKotlin,2685,2589,2553,2409,3389,3217,ms
Task Path,:repository:status-identity:compileDebugKotlin,1967,1972,1804,1918,2643,2579,ms
Task Path,:repository:sync-identity:compileDebugKotlin,1459,1434,1358,1269,2050,2041,ms
Task Path,:repository:todo-identity:kspDebugKotlin,2621,2573,2575,2627,3130,3099,ms
Task Path,:repository:timer-identity:compileDebugKotlin,1808,1757,1797,1676,2308,2017,ms
Task Path,:repository:todo-identity:compileDebugKotlin,1593,1613,1563,1517,1976,2159,ms
Task Path,:repository:user-identity:kspDebugKotlin,2590,2311,2534,2303,3059,2931,ms
Task Path,:repository:video-identity:kspDebugKotlin,2422,2384,2372,2289,2884,2843,ms
Task Path,:repository:weather-identity:kspDebugKotlin,2365,2299,2297,2210,2744,2769,ms
Task Path,:repository:weather-identity:compileDebugKotlin,1185,1377,1133,1295,1461,1844,ms
Task Path,:repository:video-identity:compileDebugKotlin,1339,1450,1267,1407,1569,1849,ms
Task Path,:repository:user-identity:compileDebugKotlin,1766,1717,1694,1631,2257,2072,ms
Task Path,:repository:contact-checkout:kspDebugKotlin,2601,2778,2602,2563,2949,3487,ms
Task Path,:repository:contact-checkout:compileDebugKotlin,1846,1897,1813,1818,2398,2322,ms
Task Path,:model:account-checkout:kspDebugKotlin,2869,3114,2815,3097,3472,4006,ms
Task Path,:repository:document-identity:kspDebugKotlin,2773,3042,2739,2978,3520,4142,ms
Task Path,:repository:media-identity:kspDebugKotlin,2631,2854,2589,2862,3137,3817,ms
Task Path,:model:account-checkout:compileDebugKotlin,1887,1920,1757,1861,2731,2666,ms
Task Path,:repository:document-identity:compileDebugKotlin,1723,1859,1680,1744,2070,2295,ms
Task Path,:repository:media-identity:compileDebugKotlin,1601,1725,1603,1644,1905,2160,ms
Task Path,:model:article-checkout:kspDebugKotlin,2641,2704,2477,2552,3572,3582,ms
Task Path,:model:article-checkout:compileDebugKotlin,1577,1624,1490,1549,2349,2266,ms
Task Path,:model:alarm-checkout:kspDebugKotlin,2719,2532,2566,2505,3791,3328,ms
Task Path,:repository:audio-identity:kspDebugKotlin,3300,2968,3038,2956,4445,3787,ms
Task Path,:model:cart-checkout:kspDebugKotlin,3078,2662,3070,2610,3853,3285,ms
Task Path,:model:alarm-checkout:compileDebugKotlin,1748,1515,1702,1428,2454,1932,ms
Task Path,:repository:audio-identity:compileDebugKotlin,1756,1599,1674,1540,2505,1932,ms
Task Path,:model:checkout-cart:kspDebugKotlin,3357,3007,3233,2861,4518,3546,ms
Task Path,:model:cart-checkout:compileDebugKotlin,1963,1871,1897,1921,2573,2207,ms
Task Path,:model:checkout-cart:compileDebugKotlin,1800,1903,1718,1852,2326,2290,ms
Task Path,:repository:task-identity:kspDebugKotlin,2638,2970,2645,2872,3005,3739,ms
Task Path,:model:calendar-checkout:kspDebugKotlin,2961,3067,2840,3024,3440,3760,ms
Task Path,:repository:post-identity:kspDebugKotlin,2359,2535,2341,2548,2790,2986,ms
Task Path,:repository:task-identity:compileDebugKotlin,1320,1358,1290,1278,1717,1838,ms
Task Path,:repository:post-identity:compileDebugKotlin,1129,1259,1071,1168,1497,1849,ms
Task Path,:model:calendar-checkout:compileDebugKotlin,1534,1807,1523,1650,1761,2418,ms
Task Path,:model:feed-checkout:kspDebugKotlin,2688,3144,2706,3364,3096,3676,ms
Task Path,:model:checkout-checkout:kspDebugKotlin,2407,2570,2284,2302,3041,3282,ms
Task Path,:model:feed-checkout:compileDebugKotlin,1866,1920,1769,1847,2437,2466,ms
Task Path,:model:event-checkout:kspDebugKotlin,2399,2476,2260,2371,3212,3053,ms
Task Path,:model:contact-cart:kspDebugKotlin,2481,2536,2387,2479,3137,3137,ms
Task Path,:model:checkout-checkout:compileDebugKotlin,1418,1614,1361,1468,1987,2028,ms
Task Path,:model:contact-cart:compileDebugKotlin,1170,1383,1157,1338,1491,1754,ms
Task Path,:model:event-checkout:compileDebugKotlin,1292,1339,1173,1289,1780,1841,ms
Task Path,:model:file-checkout:kspDebugKotlin,2574,2413,2377,2313,3494,3305,ms
Task Path,:model:group-checkout:kspDebugKotlin,2548,2189,2558,2192,3224,2605,ms
Task Path,:model:group-checkout:compileDebugKotlin,1249,1319,1213,1248,1528,1771,ms
Task Path,:model:file-checkout:compileDebugKotlin,1511,1472,1469,1434,1917,1952,ms
Task Path,:model:identity-cart:kspDebugKotlin,2541,2303,2537,2246,2994,2940,ms
Task Path,:model:list-checkout:kspDebugKotlin,2519,2550,2529,2431,3031,3307,ms
Task Path,:model:identity-cart:compileDebugKotlin,1218,1325,1196,1301,1486,1677,ms
Task Path,:model:list-checkout:compileDebugKotlin,1897,1864,1827,1798,2448,2308,ms
Task Path,:model:log-checkout:kspDebugKotlin,2298,2281,2334,2277,2603,2729,ms
Task Path,:model:map-checkout:kspDebugKotlin,2515,2623,2475,2498,3076,3409,ms
Task Path,:model:media-checkout:kspDebugKotlin,2573,2676,2531,2539,3213,3609,ms
Task Path,:model:log-checkout:compileDebugKotlin,1587,1650,1538,1508,2107,2369,ms
Task Path,:model:map-checkout:compileDebugKotlin,1747,1855,1723,1808,1945,2549,ms
Task Path,:model:metric-checkout:kspDebugKotlin,2351,2610,2314,2459,2675,3205,ms
Task Path,:model:media-checkout:compileDebugKotlin,1846,2054,1818,1947,2170,2734,ms
Task Path,:model:metric-checkout:compileDebugKotlin,1123,1233,1159,1190,1289,1783,ms
Task Path,:model:news-checkout:kspDebugKotlin,2517,2537,2421,2395,3097,3125,ms
Task Path,:model:network-checkout:kspDebugKotlin,2611,2976,2605,3006,3136,3855,ms
Task Path,:model:news-checkout:compileDebugKotlin,1570,1449,1460,1394,2139,1798,ms
Task Path,:model:note-checkout:kspDebugKotlin,2759,2532,2785,2363,3372,3183,ms
Task Path,:model:network-checkout:compileDebugKotlin,1919,1736,1851,1634,2402,2236,ms
Task Path,:model:notification-checkout:kspDebugKotlin,3180,3026,3364,2884,3626,3504,ms
Task Path,:model:note-checkout:compileDebugKotlin,1691,1676,1685,1601,2169,2044,ms
Task Path,:model:notification-checkout:compileDebugKotlin,1918,1853,1825,1858,2359,2119,ms
Task Path,:model:profile-checkout:kspDebugKotlin,2578,2700,2450,2609,3324,3222,ms
Task Path,:model:podcast-checkout:kspDebugKotlin,2635,2584,2502,2556,3342,3152,ms
Task Path,:model:profile-checkout:compileDebugKotlin,1443,1580,1381,1477,1754,2007,ms
Task Path,:model:podcast-checkout:compileDebugKotlin,1679,1763,1604,1686,2226,2499,ms
Task Path,:model:push-cart:kspDebugKotlin,2632,2801,2506,2731,3277,3600,ms
Task Path,:model:report-checkout:kspDebugKotlin,2809,3074,2712,2881,3698,4054,ms
Task Path,:model:report-checkout:compileDebugKotlin,1481,1580,1340,1511,2127,2215,ms
Task Path,:model:push-cart:compileDebugKotlin,1924,2043,1726,1982,2717,2443,ms
Task Path,:model:search-checkout:kspDebugKotlin,2689,2901,2518,2862,3676,3634,ms
Task Path,:model:session-checkout:kspDebugKotlin,2620,2812,2461,2653,3314,3605,ms
Task Path,:model:search-checkout:compileDebugKotlin,2046,2024,2002,1930,2501,2688,ms
Task Path,:model:session-checkout:compileDebugKotlin,1785,1744,1659,1673,2300,2327,ms
Task Path,:model:share-checkout:kspDebugKotlin,2754,2937,2744,2781,3292,3716,ms
Task Path,:model:sync-checkout:kspDebugKotlin,2720,2758,2711,2622,3116,3524,ms
Task Path,:model:share-checkout:compileDebugKotlin,1964,1971,1957,1876,2330,2576,ms
Task Path,:model:user-checkout:kspDebugKotlin,2557,2430,2532,2297,3164,3066,ms
Task Path,:model:task-checkout:kspDebugKotlin,2672,2588,2719,2535,3118,3078,ms
Task Path,:model:sync-checkout:compileDebugKotlin,2106,1970,2071,1971,2611,2477,ms
Task Path,:model:user-checkout:compileDebugKotlin,1324,1341,1322,1293,1916,1938,ms
Task Path,:model:task-checkout:compileDebugKotlin,1929,1979,1879,1921,2373,2585,ms
Task Path,:model:audio-checkout:kspDebugKotlin,2464,2493,2397,2379,2961,3033,ms
Task Path,:model:analytics-checkout:kspDebugKotlin,2650,2736,2615,2741,3244,3412,ms
Task Path,:model:document-checkout:kspDebugKotlin,3010,3084,2957,2959,3614,3911,ms
Task Path,:model:analytics-checkout:compileDebugKotlin,1819,1834,1767,1680,2299,2500,ms
Task Path,:model:audio-checkout:compileDebugKotlin,1840,1796,1676,1622,2400,2385,ms
Task Path,:entity:identity-user:kspDebugKotlin,2910,2922,2864,2776,3464,3696,ms
Task Path,:model:document-checkout:compileDebugKotlin,1695,1744,1650,1647,2171,2252,ms
Task Path,:entity:identity-user:compileDebugKotlin,1924,1961,1925,1813,2192,2597,ms
