Category,Metric,varianta_kotlin_2.2.0 Mean,variantb_k2_kotlin_2.2.0 Mean,varianta_kotlin_2.2.0 P50,variantb_k2_kotlin_2.2.0 P50,varianta_kotlin_2.2.0 P90,variantb_k2_kotlin_2.2.0 P90,Unit
:layer_4:module_4_190:compileDebugKotlin,Start gradle worker,1.9,1.18,1,1,4,2,ms
:layer_4:module_4_190:compileDebugKotlin,Connect to Kotlin daemon,7.26,11.14,7,5,12,12,ms
:layer_4:module_4_190:compileDebugKotlin,Compiler code generation,396.1,399.92,347,367,521,527,ms
:layer_4:module_4_190:compileDebugKotlin,Update caches,3.12,4.68,3,4,6,8,ms
:layer_4:module_4_190:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,51.88,76.32,44,66,78,104,ms
:layer_4:module_4_190:compileDebugKotlin,Compiler translation to IR,705.84,748.68,652,735,930,912,ms
:layer_4:module_4_190:compileDebugKotlin,Compiler code analysis,401.72,411.52,382,390,502,575,ms
:layer_4:module_4_190:compileDebugKotlin,Compiler backend,131.9,142.52,121,129,184,198,ms
:layer_4:module_4_190:compileDebugKotlin,Load current classpath snapshot,7.46,9.78,7,10,10,15,ms
:layer_4:module_4_190:compileDebugKotlin,Calculate output size,1.88,1.8,1,1,4,4,ms
:layer_4:module_4_190:compileDebugKotlin,Clear jar cache,1.43,2.13,1,1,3,5,ms
:layer_4:module_4_190:compileDebugKotlin,Sources compilation round,1720.34,1800.86,1661,1771,2113,2193,ms
:layer_4:module_4_190:compileDebugKotlin,Spent time before task action,39.06,53.88,36,42,61,93,ms
:layer_4:module_4_190:compileDebugKotlin,Run compilation,1853.26,1975.42,1792,1946,2240,2369,ms
:layer_4:module_4_190:compileDebugKotlin,Incremental compilation in daemon,1839.96,1960.9,1776,1930,2225,2353,ms
:layer_4:module_4_190:compileDebugKotlin,Remove duplicate classes,6.56,8.84,6,9,10,13,ms
:layer_4:module_4_190:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,41.96,63.92,35,54,67,87,ms
:layer_4:module_4_190:compileDebugKotlin,Compiler IR lowering,263.62,256.88,218,243,364,343,ms
:layer_4:module_4_190:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,242,242,242,242,243,243,
:layer_4:module_4_190:compileDebugKotlin,Total size of the cache directory,575.7,575.7,576,576,576,576,KB
:layer_4:module_4_190:compileDebugKotlin,Size of classpath snapshot,17.3,17.3,17,17,17,17,MB
:layer_4:module_4_190:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,2,2,2,2,
:layer_4:module_4_190:compileDebugKotlin,Code generation lines per second,1311,1249,1383,1307,1657,1546,
:layer_4:module_4_190:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_4:module_4_190:compileDebugKotlin,Analysis lines per second,1250,1222,1257,1231,1544,1546,
:layer_4:module_4_190:compileDebugKotlin,Number of lines analyzed,480,480,480,480,480,480,
:layer_4:module_4_190:compileDebugKotlin,Size of shrunk classpath snapshot,28.0,28.0,28,28,28,28,KB
:layer_4:module_4_190:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_4:module_4_190:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_4:module_4_190:compileDebugKotlin,Number of classpath entries,244,244,244,244,244,244,
:layer_4:module_4_190:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:layer_4:module_4_190:compileDebugKotlin,Save shrunk current classpath snapshot,1.0,2.0,1,2,1,3,ms
:layer_4:module_4_191:compileDebugKotlin,Compiler initialization time,54.64,39.58,38,42,90,56,ms
:layer_4:module_4_191:compileDebugKotlin,Total Gradle task time,1997.76,2133.3,1891,2078,2554,2547,ms
:layer_4:module_4_191:compileDebugKotlin,Task action before worker execution,15.4,14.82,13,12,25,24,ms
:layer_4:module_4_191:compileDebugKotlin,Run compilation in Gradle worker,1896.7,1995.92,1798,1956,2464,2249,ms
:layer_4:module_4_191:compileDebugKotlin,Start gradle worker,2.18,1.8,2,1,4,4,ms
:layer_4:module_4_191:compileDebugKotlin,Connect to Kotlin daemon,12.46,7.06,8,7,19,12,ms
:layer_4:module_4_191:compileDebugKotlin,Compiler code generation,415.96,439.44,393,408,545,595,ms
:layer_4:module_4_191:compileDebugKotlin,Update caches,3.64,3.82,3,3,6,6,ms
:layer_4:module_4_191:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,76.36,53.12,38,44,74,82,ms
:layer_4:module_4_191:compileDebugKotlin,Compiler translation to IR,737.0,760.14,719,749,870,902,ms
:layer_4:module_4_191:compileDebugKotlin,Compiler code analysis,371.62,427.68,352,385,469,621,ms
:layer_4:module_4_191:compileDebugKotlin,Compiler backend,146.04,168.7,125,155,222,265,ms
:layer_4:module_4_191:compileDebugKotlin,Clear output,3.0,2.0,3,2,3,3,ms
:layer_4:module_4_191:compileDebugKotlin,Load current classpath snapshot,7.22,7.96,6,7,12,13,ms
:layer_4:module_4_191:compileDebugKotlin,Calculate output size,1.59,1.96,1,1,3,4,ms
:layer_4:module_4_191:compileDebugKotlin,Clear jar cache,2.27,1.7,2,2,5,3,ms
:layer_4:module_4_191:compileDebugKotlin,Sources compilation round,1719.18,1839.14,1643,1799,2102,2121,ms
:layer_4:module_4_191:compileDebugKotlin,Spent time before task action,40.54,58.84,38,49,62,93,ms
:layer_4:module_4_191:compileDebugKotlin,Run compilation,1880.6,1985.96,1783,1948,2449,2238,ms
:layer_4:module_4_191:compileDebugKotlin,Incremental compilation in daemon,1862.14,1968.78,1770,1937,2437,2221,ms
:layer_4:module_4_191:compileDebugKotlin,Remove duplicate classes,6.84,7.16,5,6,12,11,ms
:layer_4:module_4_191:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,66.98,42.88,30,36,60,66,ms
:layer_4:module_4_191:compileDebugKotlin,Compiler IR lowering,269.44,270.26,229,242,357,417,ms
:layer_4:module_4_191:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,208,208,209,209,209,209,
:layer_4:module_4_191:compileDebugKotlin,Total size of the cache directory,577.2,577.2,577,577,577,577,KB
:layer_4:module_4_191:compileDebugKotlin,Size of classpath snapshot,14.5,14.5,15,15,15,15,MB
:layer_4:module_4_191:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_4:module_4_191:compileDebugKotlin,Code generation lines per second,1204,1128,1200,1156,1580,1458,
:layer_4:module_4_191:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_4:module_4_191:compileDebugKotlin,Analysis lines per second,1306,1200,1340,1226,1579,1630,
:layer_4:module_4_191:compileDebugKotlin,Number of lines analyzed,472,472,472,472,472,472,
:layer_4:module_4_191:compileDebugKotlin,Size of shrunk classpath snapshot,24.3,24.3,24,24,24,24,KB
:layer_4:module_4_191:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_4:module_4_191:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_4:module_4_191:compileDebugKotlin,Number of classpath entries,210,210,210,210,210,210,
:layer_4:module_4_191:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:layer_4:module_4_191:compileDebugKotlin,Save shrunk current classpath snapshot,2.5,2.0,3,2,3,2,ms
:layer_4:module_4_191:compileDebugKotlin,Clear outputs on rebuild,2.0,,2,,2,,ms
:layer_4:module_4_192:compileDebugKotlin,Compiler initialization time,86.48,41.16,61,43,110,58,ms
:layer_4:module_4_192:compileDebugKotlin,Total Gradle task time,1916.46,1992.58,1843,1900,2333,2507,ms
:layer_4:module_4_192:compileDebugKotlin,Task action before worker execution,17.24,18.94,14,16,27,30,ms
:layer_4:module_4_192:compileDebugKotlin,Run compilation in Gradle worker,1804.54,1849.28,1734,1784,2210,2313,ms
:layer_4:module_4_192:compileDebugKotlin,Start gradle worker,1.78,2.0,1,1,4,4,ms
:layer_4:module_4_192:compileDebugKotlin,Connect to Kotlin daemon,27.66,12.56,8,8,13,16,ms
:layer_4:module_4_192:compileDebugKotlin,Compiler code generation,355.4,395.8,347,358,453,561,ms
:layer_4:module_4_192:compileDebugKotlin,Update caches,3.84,3.96,3,3,6,8,ms
:layer_4:module_4_192:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,54.62,66.48,46,55,92,103,ms
:layer_4:module_4_192:compileDebugKotlin,Compiler translation to IR,658.16,658.18,626,649,830,787,ms
:layer_4:module_4_192:compileDebugKotlin,Compiler code analysis,402.62,416.46,378,391,521,525,ms
:layer_4:module_4_192:compileDebugKotlin,Compiler backend,129.96,147.24,121,134,192,185,ms
:layer_4:module_4_192:compileDebugKotlin,Load current classpath snapshot,8.94,8.86,7,7,17,16,ms
:layer_4:module_4_192:compileDebugKotlin,Calculate output size,1.45,2.0,1,1,3,4,ms
:layer_4:module_4_192:compileDebugKotlin,Clear jar cache,2.12,1.92,1,2,5,4,ms
:layer_4:module_4_192:compileDebugKotlin,Sources compilation round,1638.56,1673.64,1590,1594,2027,2100,ms
:layer_4:module_4_192:compileDebugKotlin,Spent time before task action,48.52,71.92,46,67,79,122,ms
:layer_4:module_4_192:compileDebugKotlin,Run compilation,1772.32,1833.28,1712,1775,2165,2291,ms
:layer_4:module_4_192:compileDebugKotlin,Incremental compilation in daemon,1758.08,1813.46,1696,1749,2147,2273,ms
:layer_4:module_4_192:compileDebugKotlin,Remove duplicate classes,8.28,8.5,6,6,17,15,ms
:layer_4:module_4_192:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,43.2,55.1,37,42,69,84,ms
:layer_4:module_4_192:compileDebugKotlin,Compiler IR lowering,224.96,248.12,215,229,306,355,ms
:layer_4:module_4_192:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,254,254,254,254,254,254,
:layer_4:module_4_192:compileDebugKotlin,Total size of the cache directory,587.3,587.3,587,587,587,587,KB
:layer_4:module_4_192:compileDebugKotlin,Size of classpath snapshot,18.2,18.2,18,18,18,18,MB
:layer_4:module_4_192:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_4:module_4_192:compileDebugKotlin,Code generation lines per second,1587,1478,1559,1513,2076,1886,
:layer_4:module_4_192:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_4:module_4_192:compileDebugKotlin,Analysis lines per second,1425,1387,1431,1386,1809,1800,
:layer_4:module_4_192:compileDebugKotlin,Number of lines analyzed,542,542,542,542,542,542,
:layer_4:module_4_192:compileDebugKotlin,Size of shrunk classpath snapshot,41.5,41.5,42,42,42,42,KB
:layer_4:module_4_192:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_4:module_4_192:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_4:module_4_192:compileDebugKotlin,Number of classpath entries,255,255,255,255,255,255,
:layer_4:module_4_192:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:layer_4:module_4_192:compileDebugKotlin,Clear output,3.0,,3,,3,,ms
:layer_4:module_4_192:compileDebugKotlin,Clear outputs on rebuild,2.0,2.0,2,2,2,2,ms
:layer_4:module_4_192:compileDebugKotlin,Save shrunk current classpath snapshot,3.0,,3,,3,,ms
:layer_4:module_4_193:compileDebugKotlin,Compiler initialization time,76.92,72.9,59,48,100,90,ms
:layer_4:module_4_193:compileDebugKotlin,Total Gradle task time,1968.28,1999.78,1923,1958,2314,2419,ms
:layer_4:module_4_193:compileDebugKotlin,Task action before worker execution,15.42,14.88,12,12,21,27,ms
:layer_4:module_4_193:compileDebugKotlin,Run compilation in Gradle worker,1861.96,1864.34,1820,1820,2244,2276,ms
:layer_4:module_4_193:compileDebugKotlin,Start gradle worker,3.2,1.7,1,1,3,5,ms
:layer_4:module_4_193:compileDebugKotlin,Connect to Kotlin daemon,7.82,8.56,5,7,12,14,ms
:layer_4:module_4_193:compileDebugKotlin,Compiler code generation,410.3,431.08,374,412,539,549,ms
:layer_4:module_4_193:compileDebugKotlin,Update caches,2.88,3.56,2,3,6,6,ms
:layer_4:module_4_193:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,59.72,64.92,50,53,89,92,ms
:layer_4:module_4_193:compileDebugKotlin,Compiler translation to IR,721.96,690.28,673,687,879,814,ms
:layer_4:module_4_193:compileDebugKotlin,Compiler code analysis,370.68,358.38,356,350,507,468,ms
:layer_4:module_4_193:compileDebugKotlin,Compiler backend,173.6,149.96,133,140,266,205,ms
:layer_4:module_4_193:compileDebugKotlin,Load current classpath snapshot,8.98,9.14,7,7,16,13,ms
:layer_4:module_4_193:compileDebugKotlin,Calculate output size,1.38,1.62,1,1,3,4,ms
:layer_4:module_4_193:compileDebugKotlin,Clear jar cache,2.0,1.73,1,1,4,4,ms
:layer_4:module_4_193:compileDebugKotlin,Sources compilation round,1703.28,1693.98,1614,1648,2044,2067,ms
:layer_4:module_4_193:compileDebugKotlin,Spent time before task action,40.18,57.26,35,48,62,102,ms
:layer_4:module_4_193:compileDebugKotlin,Run compilation,1850.08,1852.38,1794,1810,2236,2261,ms
:layer_4:module_4_193:compileDebugKotlin,Incremental compilation in daemon,1831.9,1835.94,1774,1791,2224,2241,ms
:layer_4:module_4_193:compileDebugKotlin,Remove duplicate classes,8.4,8.4,7,6,14,13,ms
:layer_4:module_4_193:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,48.06,53.2,39,43,73,77,ms
:layer_4:module_4_193:compileDebugKotlin,Compiler IR lowering,236.16,280.68,229,266,301,377,ms
:layer_4:module_4_193:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,262,262,262,262,262,262,
:layer_4:module_4_193:compileDebugKotlin,Total size of the cache directory,578.3,578.3,578,578,578,578,KB
:layer_4:module_4_193:compileDebugKotlin,Size of classpath snapshot,18.9,18.9,19,19,19,19,MB
:layer_4:module_4_193:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_4:module_4_193:compileDebugKotlin,Code generation lines per second,1279,1166,1299,1179,1647,1451,
:layer_4:module_4_193:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_4:module_4_193:compileDebugKotlin,Analysis lines per second,1362,1416,1364,1388,1697,1802,
:layer_4:module_4_193:compileDebugKotlin,Number of lines analyzed,486,486,486,486,486,486,
:layer_4:module_4_193:compileDebugKotlin,Size of shrunk classpath snapshot,35.4,35.4,35,35,35,35,KB
:layer_4:module_4_193:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_4:module_4_193:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_4:module_4_193:compileDebugKotlin,Number of classpath entries,263,263,263,263,263,263,
:layer_4:module_4_193:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:layer_4:module_4_194:compileDebugKotlin,Compiler initialization time,84.74,50.86,68,48,120,73,ms
:layer_4:module_4_194:compileDebugKotlin,Total Gradle task time,2102.6,2201.42,2037,2110,2650,2642,ms
:layer_4:module_4_194:compileDebugKotlin,Task action before worker execution,14.5,20.26,12,15,25,28,ms
:layer_4:module_4_194:compileDebugKotlin,Run compilation in Gradle worker,1999.7,2042.6,1929,1983,2553,2500,ms
:layer_4:module_4_194:compileDebugKotlin,Start gradle worker,1.84,5.04,1,1,4,5,ms
:layer_4:module_4_194:compileDebugKotlin,Connect to Kotlin daemon,9.0,11.28,6,9,11,15,ms
:layer_4:module_4_194:compileDebugKotlin,Compiler code generation,431.6,476.64,418,435,550,658,ms
:layer_4:module_4_194:compileDebugKotlin,Update caches,3.42,5.96,3,3,7,6,ms
:layer_4:module_4_194:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,55.6,76.0,49,58,78,137,ms
:layer_4:module_4_194:compileDebugKotlin,Compiler translation to IR,774.66,717.66,752,697,912,866,ms
:layer_4:module_4_194:compileDebugKotlin,Compiler code analysis,395.62,421.76,363,395,538,576,ms
:layer_4:module_4_194:compileDebugKotlin,Compiler backend,173.98,176.9,142,161,253,250,ms
:layer_4:module_4_194:compileDebugKotlin,Load current classpath snapshot,9.1,12.24,7,8,18,16,ms
:layer_4:module_4_194:compileDebugKotlin,Calculate output size,1.46,3.54,1,1,4,4,ms
:layer_4:module_4_194:compileDebugKotlin,Clear jar cache,1.67,1.69,1,1,4,3,ms
:layer_4:module_4_194:compileDebugKotlin,Sources compilation round,1822.92,1849.32,1782,1773,2321,2204,ms
:layer_4:module_4_194:compileDebugKotlin,Spent time before task action,44.48,77.48,42,72,71,110,ms
:layer_4:module_4_194:compileDebugKotlin,Run compilation,1986.92,2028.18,1917,1951,2514,2488,ms
:layer_4:module_4_194:compileDebugKotlin,Incremental compilation in daemon,1973.52,2013.02,1903,1927,2504,2471,ms
:layer_4:module_4_194:compileDebugKotlin,Remove duplicate classes,8.68,11.7,7,8,18,16,ms
:layer_4:module_4_194:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,43.78,60.72,39,45,63,88,ms
:layer_4:module_4_194:compileDebugKotlin,Compiler IR lowering,257.1,299.24,224,266,351,500,ms
:layer_4:module_4_194:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,278,278,278,278,278,278,
:layer_4:module_4_194:compileDebugKotlin,Total size of the cache directory,579.0,579.0,579,579,579,579,KB
:layer_4:module_4_194:compileDebugKotlin,Size of classpath snapshot,20.2,20.2,20,20,20,20,MB
:layer_4:module_4_194:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_4:module_4_194:compileDebugKotlin,Code generation lines per second,1219,1100,1183,1136,1568,1449,
:layer_4:module_4_194:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_4:module_4_194:compileDebugKotlin,Analysis lines per second,1311,1216,1362,1248,1593,1504,
:layer_4:module_4_194:compileDebugKotlin,Number of lines analyzed,494,494,494,494,494,494,
:layer_4:module_4_194:compileDebugKotlin,Size of shrunk classpath snapshot,42.3,42.3,42,42,42,42,KB
:layer_4:module_4_194:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_4:module_4_194:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_4:module_4_194:compileDebugKotlin,Number of classpath entries,279,279,279,279,279,279,
:layer_4:module_4_194:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:layer_4:module_4_194:compileDebugKotlin,Clear output,1.0,1.0,1,1,1,1,ms
:layer_4:module_4_194:compileDebugKotlin,Save shrunk current classpath snapshot,3.0,1.63,3,1,3,4,ms
:layer_4:module_4_195:compileDebugKotlin,Compiler initialization time,71.14,52.44,71,45,102,77,ms
:layer_4:module_4_195:compileDebugKotlin,Total Gradle task time,1974.24,2090.6,1873,2064,2478,2528,ms
:layer_4:module_4_195:compileDebugKotlin,Task action before worker execution,14.76,18.12,13,14,23,30,ms
:layer_4:module_4_195:compileDebugKotlin,Run compilation in Gradle worker,1867.8,1957.8,1773,1925,2360,2354,ms
:layer_4:module_4_195:compileDebugKotlin,Start gradle worker,1.33,2.0,1,1,3,5,ms
:layer_4:module_4_195:compileDebugKotlin,Connect to Kotlin daemon,7.84,7.4,6,7,12,14,ms
:layer_4:module_4_195:compileDebugKotlin,Compiler code generation,343.86,394.22,315,366,496,584,ms
:layer_4:module_4_195:compileDebugKotlin,Update caches,2.68,3.86,2,3,5,6,ms
:layer_4:module_4_195:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,58.52,69.1,45,53,116,116,ms
:layer_4:module_4_195:compileDebugKotlin,Compiler translation to IR,717.48,721.32,648,699,1003,866,ms
:layer_4:module_4_195:compileDebugKotlin,Compiler code analysis,441.04,431.82,395,423,527,546,ms
:layer_4:module_4_195:compileDebugKotlin,Compiler backend,128.5,138.6,105,120,188,219,ms
:layer_4:module_4_195:compileDebugKotlin,Load current classpath snapshot,9.0,11.88,6,8,13,16,ms
:layer_4:module_4_195:compileDebugKotlin,Calculate output size,1.63,1.54,1,1,4,4,ms
:layer_4:module_4_195:compileDebugKotlin,Clear jar cache,1.8,1.53,1,1,4,3,ms
:layer_4:module_4_195:compileDebugKotlin,Sources compilation round,1715.08,1775.74,1611,1740,2221,2165,ms
:layer_4:module_4_195:compileDebugKotlin,Spent time before task action,44.38,70.46,41,66,74,113,ms
:layer_4:module_4_195:compileDebugKotlin,Run compilation,1855.0,1947.38,1764,1914,2345,2339,ms
:layer_4:module_4_195:compileDebugKotlin,Incremental compilation in daemon,1840.42,1925.34,1720,1891,2329,2322,ms
:layer_4:module_4_195:compileDebugKotlin,Remove duplicate classes,8.64,11.24,6,7,13,15,ms
:layer_4:module_4_195:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,47.22,54.62,35,40,72,90,ms
:layer_4:module_4_195:compileDebugKotlin,Compiler IR lowering,214.92,255.18,199,227,306,379,ms
:layer_4:module_4_195:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,249,249,249,249,249,249,
:layer_4:module_4_195:compileDebugKotlin,Total size of the cache directory,568.4,568.4,568,568,568,568,KB
:layer_4:module_4_195:compileDebugKotlin,Size of classpath snapshot,17.8,17.8,18,18,18,18,MB
:layer_4:module_4_195:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_4:module_4_195:compileDebugKotlin,Code generation lines per second,1490,1324,1537,1323,1805,1830,
:layer_4:module_4_195:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_4:module_4_195:compileDebugKotlin,Analysis lines per second,1208,1168,1224,1143,1569,1525,
:layer_4:module_4_195:compileDebugKotlin,Number of lines analyzed,484,484,484,484,484,484,
:layer_4:module_4_195:compileDebugKotlin,Size of shrunk classpath snapshot,33.8,33.8,34,34,34,34,KB
:layer_4:module_4_195:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_4:module_4_195:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_4:module_4_195:compileDebugKotlin,Number of classpath entries,250,250,250,250,250,250,
:layer_4:module_4_195:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:layer_4:module_4_195:compileDebugKotlin,Store build info,3.0,3.0,3,3,3,3,ms
:layer_4:module_4_195:compileDebugKotlin,Save shrunk current classpath snapshot,2.0,1.33,2,1,3,2,ms
:layer_4:module_4_196:compileDebugKotlin,Compiler initialization time,62.82,44.26,48,45,107,63,ms
:layer_4:module_4_196:compileDebugKotlin,Total Gradle task time,1869.42,2025.84,1800,2016,2420,2422,ms
:layer_4:module_4_196:compileDebugKotlin,Task action before worker execution,19.98,21.98,12,15,24,31,ms
:layer_4:module_4_196:compileDebugKotlin,Run compilation in Gradle worker,1771.68,1892.04,1696,1908,2290,2230,ms
:layer_4:module_4_196:compileDebugKotlin,Start gradle worker,1.47,1.92,1,1,2,4,ms
:layer_4:module_4_196:compileDebugKotlin,Connect to Kotlin daemon,5.76,14.08,4,7,9,17,ms
:layer_4:module_4_196:compileDebugKotlin,Compiler code generation,393.6,396.92,364,373,531,522,ms
:layer_4:module_4_196:compileDebugKotlin,Update caches,3.16,4.06,3,3,5,8,ms
:layer_4:module_4_196:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,58.52,66.36,48,54,102,102,ms
:layer_4:module_4_196:compileDebugKotlin,Compiler translation to IR,664.3,697.24,632,690,754,890,ms
:layer_4:module_4_196:compileDebugKotlin,Compiler code analysis,369.2,411.22,366,392,458,542,ms
:layer_4:module_4_196:compileDebugKotlin,Compiler backend,144.92,158.04,125,151,233,205,ms
:layer_4:module_4_196:compileDebugKotlin,Load current classpath snapshot,8.24,9.02,7,7,13,13,ms
:layer_4:module_4_196:compileDebugKotlin,Calculate output size,1.42,1.87,1,1,3,5,ms
:layer_4:module_4_196:compileDebugKotlin,Clear jar cache,1.77,1.47,1,1,4,3,ms
:layer_4:module_4_196:compileDebugKotlin,Sources compilation round,1633.62,1713.86,1544,1697,2142,2067,ms
:layer_4:module_4_196:compileDebugKotlin,Spent time before task action,39.36,68.54,34,50,61,125,ms
:layer_4:module_4_196:compileDebugKotlin,Run compilation,1762.88,1871.64,1689,1892,2284,2211,ms
:layer_4:module_4_196:compileDebugKotlin,Incremental compilation in daemon,1752.9,1853.56,1678,1877,2272,2184,ms
:layer_4:module_4_196:compileDebugKotlin,Remove duplicate classes,7.58,8.38,7,7,12,13,ms
:layer_4:module_4_196:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,47.42,53.6,37,42,77,85,ms
:layer_4:module_4_196:compileDebugKotlin,Compiler IR lowering,248.14,238.4,203,220,325,317,ms
:layer_4:module_4_196:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,276,276,276,276,276,276,
:layer_4:module_4_196:compileDebugKotlin,Total size of the cache directory,596.2,596.2,596,596,596,596,KB
:layer_4:module_4_196:compileDebugKotlin,Size of classpath snapshot,20.0,20.0,20,20,20,20,MB
:layer_4:module_4_196:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_4:module_4_196:compileDebugKotlin,Code generation lines per second,1561,1495,1549,1511,2059,1831,
:layer_4:module_4_196:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_4:module_4_196:compileDebugKotlin,Analysis lines per second,1571,1441,1540,1438,1888,1927,
:layer_4:module_4_196:compileDebugKotlin,Number of lines analyzed,564,564,564,564,564,564,
:layer_4:module_4_196:compileDebugKotlin,Size of shrunk classpath snapshot,48.5,48.5,49,49,49,49,KB
:layer_4:module_4_196:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_4:module_4_196:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_4:module_4_196:compileDebugKotlin,Number of classpath entries,277,277,277,277,277,277,
:layer_4:module_4_196:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:layer_4:module_4_196:compileDebugKotlin,Save shrunk current classpath snapshot,3.25,27.0,2,27,8,51,ms
:layer_4:module_4_196:compileDebugKotlin,Clear output,10.0,,10,,19,,ms
:layer_4:module_4_197:compileDebugKotlin,Compiler initialization time,41.74,49.18,40,43,67,85,ms
:layer_4:module_4_197:compileDebugKotlin,Total Gradle task time,1732.4,1845.98,1656,1807,2194,2191,ms
:layer_4:module_4_197:compileDebugKotlin,Task action before worker execution,11.22,13.46,10,11,19,24,ms
:layer_4:module_4_197:compileDebugKotlin,Run compilation in Gradle worker,1650.56,1732.08,1587,1716,2117,2041,ms
:layer_4:module_4_197:compileDebugKotlin,Connect to Kotlin daemon,14.04,21.42,3,5,9,14,ms
:layer_4:module_4_197:compileDebugKotlin,Compiler code generation,412.94,400.5,340,367,528,582,ms
:layer_4:module_4_197:compileDebugKotlin,Update caches,2.96,7.22,3,3,5,5,ms
:layer_4:module_4_197:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,50.96,49.22,35,40,61,75,ms
:layer_4:module_4_197:compileDebugKotlin,Compiler translation to IR,615.14,658.0,604,646,747,801,ms
:layer_4:module_4_197:compileDebugKotlin,Compiler code analysis,319.36,334.52,300,329,432,426,ms
:layer_4:module_4_197:compileDebugKotlin,Compiler backend,127.18,146.58,110,122,171,265,ms
:layer_4:module_4_197:compileDebugKotlin,Load current classpath snapshot,17.76,6.54,5,5,13,11,ms
:layer_4:module_4_197:compileDebugKotlin,Calculate output size,1.37,1.35,1,1,4,3,ms
:layer_4:module_4_197:compileDebugKotlin,Sources compilation round,1507.08,1571.08,1463,1557,1847,1791,ms
