Category,Metric,varianta_8.14.2 Mean,variantb_9.0.0-rc3 Mean,varianta_8.14.2 P50,variantb_9.0.0-rc3 P50,varianta_8.14.2 P90,variantb_9.0.0-rc3 P90,Unit
Task Path,:layer_1:module_1_96:compileDebugKotlin,2102,2064,2082,1956,2383,2515,ms
Task Path,:layer_1:module_1_97:compileDebugKotlin,2533,2365,2502,2307,3051,2895,ms
Task Path,:layer_1:module_1_98:kspDebugKotlin,2513,2482,2542,2483,3117,3031,ms
Task Path,:layer_1:module_1_99:kspDebugKotlin,2777,2791,2801,2743,3296,3333,ms
Task Path,:layer_1:module_1_98:compileDebugKotlin,2029,1951,1941,1976,2494,2379,ms
Task Path,:layer_2:module_2_141:kspDebugKotlin,3444,3320,3405,3245,4132,3865,ms
Task Path,:layer_1:module_1_99:compileDebugKotlin,3157,2994,3061,2964,4139,3539,ms
Task Path,:layer_2:module_2_141:compileDebugKotlin,3069,2951,2978,2829,3829,3490,ms
Task Path,:layer_2:module_2_142:kspDebugKotlin,3339,3241,3172,3188,4040,3772,ms
Task Path,:layer_2:module_2_142:compileDebugKotlin,2182,2174,2092,2116,2913,2704,ms
Task Path,:layer_2:module_2_143:kspDebugKotlin,3351,3343,3296,3226,3922,3943,ms
Task Path,:layer_2:module_2_144:kspDebugKotlin,3912,3973,3890,3833,4488,4753,ms
Task Path,:layer_2:module_2_143:compileDebugKotlin,2487,2411,2444,2242,3113,3148,ms
Task Path,:layer_2:module_2_146:kspDebugKotlin,3919,3851,3884,3896,4843,4373,ms
Task Path,:layer_2:module_2_145:kspDebugKotlin,4029,3990,4025,3893,4969,4666,ms
Task Path,:layer_2:module_2_144:compileDebugKotlin,3557,3515,3527,3528,4179,4117,ms
Task Path,:layer_2:module_2_145:compileDebugKotlin,2967,2873,2867,2877,3571,3392,ms
Task Path,:layer_2:module_2_146:compileDebugKotlin,3504,3402,3460,3365,4325,3898,ms
Task Path,:layer_2:module_2_147:kspDebugKotlin,3352,3245,3227,3255,4119,3755,ms
Task Path,:layer_2:module_2_147:compileDebugKotlin,2042,2138,2019,2103,2431,2629,ms
Task Path,:layer_2:module_2_148:kspDebugKotlin,3440,3473,3332,3367,4065,4121,ms
Task Path,:layer_2:module_2_149:kspDebugKotlin,3352,3357,3328,3346,3915,3979,ms
Task Path,:layer_2:module_2_150:kspDebugKotlin,3617,3550,3504,3612,4343,4256,ms
Task Path,:layer_2:module_2_148:compileDebugKotlin,1743,1685,1710,1666,2184,2120,ms
Task Path,:layer_2:module_2_151:kspDebugKotlin,3214,3183,3143,3182,3775,3819,ms
Task Path,:layer_2:module_2_149:compileDebugKotlin,2750,2654,2689,2561,3552,3320,ms
Task Path,:layer_2:module_2_150:compileDebugKotlin,1919,1876,1865,1811,2613,2299,ms
Task Path,:layer_2:module_2_151:compileDebugKotlin,2376,2213,2376,2097,2965,2689,ms
Task Path,:layer_2:module_2_152:kspDebugKotlin,3392,3460,3481,3433,4140,4203,ms
Task Path,:layer_2:module_2_153:kspDebugKotlin,3239,3227,3340,3302,3989,3793,ms
Task Path,:layer_2:module_2_154:kspDebugKotlin,3016,2984,3030,3004,3649,3423,ms
Task Path,:layer_2:module_2_155:kspDebugKotlin,3571,3519,3565,3501,4265,4151,ms
Task Path,:layer_2:module_2_154:compileDebugKotlin,1920,1840,1789,1791,2517,2360,ms
Task Path,:layer_2:module_2_153:compileDebugKotlin,2380,2352,2357,2294,2714,2808,ms
Task Path,:layer_2:module_2_152:compileDebugKotlin,2896,2814,2974,2764,3538,3527,ms
Task Path,:layer_2:module_2_155:compileDebugKotlin,2377,2430,2251,2444,3029,2885,ms
Task Path,:layer_2:module_2_156:kspDebugKotlin,3050,3098,2975,3062,3742,3660,ms
Task Path,:layer_2:module_2_157:kspDebugKotlin,2672,2788,2642,2755,3413,3440,ms
Task Path,:layer_2:module_2_158:kspDebugKotlin,2559,2611,2475,2552,3056,3137,ms
Task Path,:layer_2:module_2_159:kspDebugKotlin,2779,2848,2661,2848,3418,3378,ms
Task Path,:layer_2:module_2_156:compileDebugKotlin,2000,2108,1938,2044,2482,2782,ms
Task Path,:layer_2:module_2_157:compileDebugKotlin,1845,1863,1799,1814,2212,2291,ms
Task Path,:layer_2:module_2_158:compileDebugKotlin,1347,1421,1328,1359,1668,1870,ms
Task Path,:layer_2:module_2_159:compileDebugKotlin,2489,2562,2417,2473,3060,3139,ms
Task Path,:layer_2:module_2_160:kspDebugKotlin,3135,3371,3104,3188,3745,4090,ms
Task Path,:layer_2:module_2_161:kspDebugKotlin,2654,2740,2587,2629,3160,3334,ms
Task Path,:layer_2:module_2_162:kspDebugKotlin,2612,2625,2490,2552,3054,3133,ms
Task Path,:layer_2:module_2_160:compileDebugKotlin,1958,1945,1863,1832,2468,2470,ms
Task Path,:layer_2:module_2_163:kspDebugKotlin,2797,2727,2723,2593,3527,3355,ms
Task Path,:layer_2:module_2_161:compileDebugKotlin,1539,1483,1481,1431,1951,1895,ms
Task Path,:layer_2:module_2_162:compileDebugKotlin,1307,1272,1273,1263,1611,1491,ms
Task Path,:layer_2:module_2_164:kspDebugKotlin,2757,2703,2691,2568,3349,3360,ms
Task Path,:layer_2:module_2_163:compileDebugKotlin,2751,2678,2664,2624,3275,3383,ms
Task Path,:layer_2:module_2_165:kspDebugKotlin,3175,3122,3061,2988,3847,3819,ms
Task Path,:layer_2:module_2_164:compileDebugKotlin,2295,2202,2161,2116,2774,2599,ms
Task Path,:layer_2:module_2_166:kspDebugKotlin,2950,2867,2881,2757,3457,3395,ms
Task Path,:layer_2:module_2_165:compileDebugKotlin,1954,1944,1921,1838,2502,2351,ms
Task Path,:layer_2:module_2_167:kspDebugKotlin,2637,2667,2555,2588,3352,3361,ms
Task Path,:layer_2:module_2_166:compileDebugKotlin,1954,1952,1855,1892,2483,2366,ms
Task Path,:layer_2:module_2_168:kspDebugKotlin,2711,2729,2550,2646,3395,3313,ms
Task Path,:layer_2:module_2_167:compileDebugKotlin,2655,2547,2592,2484,3135,3099,ms
Task Path,:layer_2:module_2_169:kspDebugKotlin,2434,2547,2310,2412,2922,3156,ms
Task Path,:layer_2:module_2_168:compileDebugKotlin,2487,2449,2415,2376,3045,2873,ms
Task Path,:layer_2:module_2_170:kspDebugKotlin,3256,3326,3112,3179,3807,4187,ms
Task Path,:layer_2:module_2_169:compileDebugKotlin,1284,1287,1246,1232,1505,1649,ms
Task Path,:layer_2:module_2_171:kspDebugKotlin,2702,2573,2647,2531,3626,3268,ms
Task Path,:layer_2:module_2_170:compileDebugKotlin,2638,2471,2600,2385,3270,3124,ms
Task Path,:layer_2:module_2_171:compileDebugKotlin,1381,1322,1330,1301,1732,1655,ms
Task Path,:layer_2:module_2_172:kspDebugKotlin,3239,3083,3149,3057,3830,3669,ms
Task Path,:layer_2:module_2_173:kspDebugKotlin,2588,2519,2490,2471,3138,3038,ms
Task Path,:layer_2:module_2_173:compileDebugKotlin,1486,1423,1403,1376,1870,1724,ms
Task Path,:layer_2:module_2_174:kspDebugKotlin,2729,2744,2607,2659,3355,3266,ms
Task Path,:layer_2:module_2_172:compileDebugKotlin,2292,2246,2224,2191,2795,2757,ms
Task Path,:layer_2:module_2_175:kspDebugKotlin,2887,2944,2855,2840,3442,3668,ms
Task Path,:layer_2:module_2_175:compileDebugKotlin,1496,1495,1419,1411,1950,1955,ms
Task Path,:layer_2:module_2_174:compileDebugKotlin,2018,2069,1965,2042,2493,2478,ms
Task Path,:layer_2:module_2_176:kspDebugKotlin,2715,2683,2695,2587,3382,3154,ms
Task Path,:layer_2:module_2_177:kspDebugKotlin,2772,2804,2748,2740,3347,3325,ms
Task Path,:layer_2:module_2_176:compileDebugKotlin,1332,1356,1306,1301,1596,1695,ms
Task Path,:layer_2:module_2_177:compileDebugKotlin,1986,2052,1921,1951,2367,2413,ms
Task Path,:layer_2:module_2_178:kspDebugKotlin,2499,2597,2401,2549,3035,3069,ms
Task Path,:layer_2:module_2_179:kspDebugKotlin,2778,2896,2715,2838,3302,3356,ms
Task Path,:layer_2:module_2_178:compileDebugKotlin,1306,1324,1284,1290,1621,1653,ms
Task Path,:layer_2:module_2_179:compileDebugKotlin,2351,2329,2269,2271,2773,2777,ms
Task Path,:layer_2:module_2_180:kspDebugKotlin,3056,3144,3034,3095,3586,3681,ms
Task Path,:layer_2:module_2_181:kspDebugKotlin,2858,2931,2784,2928,3452,3400,ms
Task Path,:layer_2:module_2_182:kspDebugKotlin,2886,2891,2829,2865,3400,3404,ms
Task Path,:layer_2:module_2_180:compileDebugKotlin,1411,1389,1342,1364,1880,1753,ms
Task Path,:layer_2:module_2_181:compileDebugKotlin,2062,2105,1953,2026,2438,2505,ms
Task Path,:layer_2:module_2_183:kspDebugKotlin,2606,2656,2550,2613,3332,3288,ms
Task Path,:layer_2:module_2_182:compileDebugKotlin,2293,2325,2221,2248,2781,2822,ms
Task Path,:layer_2:module_2_184:kspDebugKotlin,2468,2507,2430,2500,3055,3049,ms
Task Path,:layer_2:module_2_183:compileDebugKotlin,2029,2051,1944,1967,2598,2531,ms
Task Path,:layer_2:module_2_184:compileDebugKotlin,1216,1103,1123,1059,1828,1476,ms
Task Path,:layer_2:module_2_185:kspDebugKotlin,2818,2890,2813,2905,3458,3564,ms
Task Path,:layer_2:module_2_186:kspDebugKotlin,2600,2663,2515,2673,3170,3168,ms
Task Path,:layer_2:module_2_185:compileDebugKotlin,1318,1320,1229,1203,1830,1858,ms
Task Path,:layer_2:module_2_186:compileDebugKotlin,1894,1966,1864,1905,2225,2326,ms
Task Path,:layer_2:module_2_187:kspDebugKotlin,2840,3114,2791,3045,3333,3654,ms
Task Path,:layer_2:module_2_188:kspDebugKotlin,2763,2991,2719,2889,3116,3581,ms
Task Path,:layer_2:module_2_189:kspDebugKotlin,2714,2639,2621,2590,3208,3213,ms
Task Path,:layer_2:module_2_188:compileDebugKotlin,2010,1948,1947,1898,2411,2366,ms
Task Path,:layer_2:module_2_189:compileDebugKotlin,1367,1374,1334,1354,1812,1649,ms
Task Path,:layer_2:module_2_187:compileDebugKotlin,2846,2788,2757,2701,3491,3255,ms
Task Path,:layer_2:module_2_190:kspDebugKotlin,2708,2619,2651,2522,3527,3488,ms
Task Path,:layer_2:module_2_190:compileDebugKotlin,1326,1329,1279,1345,1723,1586,ms
Task Path,:layer_2:module_2_191:kspDebugKotlin,2786,2734,2616,2656,3470,3280,ms
Task Path,:layer_2:module_2_192:kspDebugKotlin,3127,3132,2946,3014,3813,3738,ms
Task Path,:layer_2:module_2_193:kspDebugKotlin,3086,3081,3001,2945,3657,3594,ms
Task Path,:layer_2:module_2_194:kspDebugKotlin,2835,2868,2710,2724,3393,3373,ms
Task Path,:layer_2:module_2_191:compileDebugKotlin,2499,2498,2436,2393,2978,3045,ms
Task Path,:layer_2:module_2_192:compileDebugKotlin,2961,2917,2880,2889,3677,3532,ms
Task Path,:layer_2:module_2_194:compileDebugKotlin,1483,1423,1429,1383,1966,1879,ms
Task Path,:layer_2:module_2_193:compileDebugKotlin,2631,2524,2592,2448,3360,3097,ms
Task Path,:layer_2:module_2_195:kspDebugKotlin,2358,2494,2252,2523,3070,3333,ms
Task Path,:layer_2:module_2_196:kspDebugKotlin,2399,2418,2331,2327,2906,2915,ms
Task Path,:layer_2:module_2_197:kspDebugKotlin,2455,2458,2288,2312,3167,2933,ms
Task Path,:layer_2:module_2_198:kspDebugKotlin,2734,2713,2566,2627,3519,3210,ms
Task Path,:layer_2:module_2_196:compileDebugKotlin,1338,1320,1271,1248,1632,1751,ms
Task Path,:layer_2:module_2_195:compileDebugKotlin,1322,1286,1278,1267,1758,1607,ms
Task Path,:layer_2:module_2_197:compileDebugKotlin,1319,1290,1267,1237,1766,1748,ms
Task Path,:layer_2:module_2_198:compileDebugKotlin,1647,1642,1539,1537,2112,2261,ms
Task Path,:layer_2:module_2_199:kspDebugKotlin,2460,2524,2391,2471,3265,3221,ms
Task Path,:layer_2:module_2_201:kspDebugKotlin,2656,2679,2536,2573,3299,3236,ms
Task Path,:layer_2:module_2_200:kspDebugKotlin,3189,3224,3118,3123,3825,3954,ms
Task Path,:layer_2:module_2_202:kspDebugKotlin,3088,3134,2990,3016,3555,3835,ms
Task Path,:layer_2:module_2_199:compileDebugKotlin,2563,2454,2554,2371,3263,2962,ms
Task Path,:layer_2:module_2_201:compileDebugKotlin,1836,1815,1802,1718,2218,2283,ms
Task Path,:layer_2:module_2_200:compileDebugKotlin,2561,2508,2426,2420,3073,3050,ms
Task Path,:layer_2:module_2_202:compileDebugKotlin,2630,2522,2569,2489,3148,3057,ms
Task Path,:layer_2:module_2_203:kspDebugKotlin,2258,2407,2236,2397,2916,3236,ms
Task Path,:layer_2:module_2_204:kspDebugKotlin,2581,2565,2624,2623,3195,3198,ms
Task Path,:layer_2:module_2_203:compileDebugKotlin,1274,1255,1256,1202,1554,1695,ms
Task Path,:layer_2:module_2_205:kspDebugKotlin,2788,2786,2663,2681,3293,3444,ms
Task Path,:layer_2:module_2_206:kspDebugKotlin,2599,2577,2472,2466,3132,3094,ms
Task Path,:layer_2:module_2_204:compileDebugKotlin,1678,1656,1567,1567,2246,2211,ms
Task Path,:layer_2:module_2_206:compileDebugKotlin,1503,1440,1465,1381,1816,1811,ms
Task Path,:layer_2:module_2_205:compileDebugKotlin,1701,1638,1593,1591,2121,2087,ms
Task Path,:layer_2:module_2_207:kspDebugKotlin,2219,2247,2158,2182,2837,2831,ms
Task Path,:layer_2:module_2_208:kspDebugKotlin,2532,2405,2428,2330,3026,3140,ms
Task Path,:layer_2:module_2_209:kspDebugKotlin,2715,2628,2574,2533,3281,3167,ms
Task Path,:layer_2:module_2_210:kspDebugKotlin,3416,3337,3375,3210,3984,4023,ms
Task Path,:layer_2:module_2_208:compileDebugKotlin,1768,1690,1694,1655,2117,2040,ms
Task Path,:layer_3:module_3_211:kspDebugKotlin,3112,3110,3060,3017,3687,3646,ms
Task Path,:layer_2:module_2_209:compileDebugKotlin,2660,2597,2525,2445,3467,3204,ms
Task Path,:layer_2:module_2_210:compileDebugKotlin,2886,2960,2776,2916,3523,3592,ms
Task Path,:layer_3:module_3_211:compileDebugKotlin,2058,2039,1986,2003,2421,2480,ms
Task Path,:layer_3:module_3_213:kspDebugKotlin,3175,3070,3098,2937,3944,3808,ms
Task Path,:layer_3:module_3_213:compileDebugKotlin,2025,1954,1999,1872,2450,2356,ms
Task Path,:layer_3:module_3_212:kspDebugKotlin,3314,3469,3203,3497,4110,4333,ms
Task Path,:layer_3:module_3_214:kspDebugKotlin,3452,3391,3437,3411,4126,4219,ms
Task Path,:layer_3:module_3_215:kspDebugKotlin,3849,3917,3778,3880,4696,4909,ms
Task Path,:layer_3:module_3_212:compileDebugKotlin,2652,2732,2694,2762,3199,3548,ms
Task Path,:layer_3:module_3_214:compileDebugKotlin,3029,3040,2980,2996,3571,3533,ms
Task Path,:layer_3:module_3_215:compileDebugKotlin,1612,1709,1609,1635,1961,2216,ms
Task Path,:layer_3:module_3_216:kspDebugKotlin,3091,3281,3023,3224,3775,3792,ms
Task Path,:layer_3:module_3_216:compileDebugKotlin,1747,1627,1637,1583,2138,1983,ms
Task Path,:layer_3:module_3_217:kspDebugKotlin,3203,3125,3154,3070,3922,3751,ms
Task Path,:layer_3:module_3_218:kspDebugKotlin,3240,3095,3193,2989,4005,3940,ms
Task Path,:layer_3:module_3_219:kspDebugKotlin,3355,3305,3375,3292,3987,3981,ms
Task Path,:layer_3:module_3_217:compileDebugKotlin,2733,2604,2716,2545,3415,3336,ms
Task Path,:layer_3:module_3_218:compileDebugKotlin,2510,2470,2535,2425,2947,3160,ms
Task Path,:layer_3:module_3_220:kspDebugKotlin,3275,3358,3154,3346,4057,3931,ms
Task Path,:layer_3:module_3_219:compileDebugKotlin,2320,2256,2324,2189,2751,2786,ms
Task Path,:layer_3:module_3_220:compileDebugKotlin,1168,1175,1098,1096,1692,1618,ms
Task Path,:layer_3:module_3_221:kspDebugKotlin,2698,2859,2576,2773,3322,3722,ms
Task Path,:layer_3:module_3_222:kspDebugKotlin,2472,2538,2322,2472,3149,3109,ms
Task Path,:layer_3:module_3_222:compileDebugKotlin,1317,1336,1247,1225,1664,1768,ms
Task Path,:layer_3:module_3_221:compileDebugKotlin,2583,2525,2569,2461,3077,2946,ms
Task Path,:layer_3:module_3_223:kspDebugKotlin,3110,3056,2977,2885,3824,3728,ms
Task Path,:layer_3:module_3_224:kspDebugKotlin,2963,2851,2925,2789,3555,3444,ms
Task Path,:layer_3:module_3_224:compileDebugKotlin,1953,1915,1913,1817,2369,2382,ms
Task Path,:layer_3:module_3_223:compileDebugKotlin,2330,2186,2261,2161,2873,2518,ms
Task Path,:layer_3:module_3_226:kspDebugKotlin,2574,2543,2463,2415,3125,3143,ms
Task Path,:layer_3:module_3_225:kspDebugKotlin,2900,2854,2911,2878,3617,3499,ms
Task Path,:layer_3:module_3_226:compileDebugKotlin,1752,1652,1626,1559,2340,2197,ms
Task Path,:layer_3:module_3_225:compileDebugKotlin,2302,2162,2145,2105,2812,2520,ms
Task Path,:layer_3:module_3_227:kspDebugKotlin,3017,2905,2920,2769,3707,3653,ms
Task Path,:layer_3:module_3_228:kspDebugKotlin,2945,2892,2881,2765,3618,3545,ms
Task Path,:layer_3:module_3_228:compileDebugKotlin,2008,2059,1965,1930,2518,2491,ms
Task Path,:layer_3:module_3_229:kspDebugKotlin,3080,3078,3017,2952,3840,3724,ms
Task Path,:layer_3:module_3_227:compileDebugKotlin,2425,2337,2401,2283,2915,2766,ms
Task Path,:layer_3:module_3_230:kspDebugKotlin,2649,2742,2528,2572,3239,3472,ms
Task Path,:layer_3:module_3_230:compileDebugKotlin,1338,1254,1262,1210,1713,1573,ms
Task Path,:layer_3:module_3_229:compileDebugKotlin,2698,2752,2623,2594,3094,3310,ms
Task Path,:layer_3:module_3_231:kspDebugKotlin,2860,2991,2783,2846,3414,3561,ms
Task Path,:layer_3:module_3_232:kspDebugKotlin,2921,3076,2827,3027,3438,3667,ms
Task Path,:layer_3:module_3_233:kspDebugKotlin,3014,3155,2931,3112,3564,3958,ms
Task Path,:layer_3:module_3_231:compileDebugKotlin,2114,2080,2014,2004,2648,2490,ms
Task Path,:layer_3:module_3_232:compileDebugKotlin,2083,2013,2038,1893,2631,2527,ms
Task Path,:layer_3:module_3_234:kspDebugKotlin,2719,2708,2625,2654,3362,3289,ms
Task Path,:layer_3:module_3_233:compileDebugKotlin,2498,2540,2437,2467,3046,3005,ms
Task Path,:layer_3:module_3_234:compileDebugKotlin,1211,1331,1197,1266,1467,1684,ms
Task Path,:layer_3:module_3_235:kspDebugKotlin,2814,3049,2791,3086,3604,3832,ms
Task Path,:layer_3:module_3_235:compileDebugKotlin,1569,1623,1495,1522,1953,2057,ms
Task Path,:layer_3:module_3_236:kspDebugKotlin,2922,3054,2804,2991,3486,3801,ms
Task Path,:layer_3:module_3_237:kspDebugKotlin,3176,3329,3165,3216,3714,4037,ms
Task Path,:layer_3:module_3_238:kspDebugKotlin,2958,3031,2924,2887,3465,3768,ms
Task Path,:layer_3:module_3_236:compileDebugKotlin,2222,2262,2114,2173,2724,2848,ms
Task Path,:layer_3:module_3_238:compileDebugKotlin,1810,1691,1668,1632,2222,2088,ms
Task Path,:layer_3:module_3_239:kspDebugKotlin,3055,2845,2915,2788,3773,3542,ms
Task Path,:layer_3:module_3_237:compileDebugKotlin,2778,2693,2691,2641,3307,3126,ms
Task Path,:layer_3:module_3_239:compileDebugKotlin,2070,2049,1999,1947,2695,2469,ms
Task Path,:layer_3:module_3_242:kspDebugKotlin,3095,3140,2983,3084,3683,3872,ms
Task Path,:layer_3:module_3_241:kspDebugKotlin,2961,3047,2880,2894,3372,3906,ms
Task Path,:layer_3:module_3_240:kspDebugKotlin,3215,3289,3187,3236,3863,3883,ms
Task Path,:layer_3:module_3_240:compileDebugKotlin,1752,1782,1711,1693,2155,2282,ms
Task Path,:layer_3:module_3_243:kspDebugKotlin,3495,3267,3479,3133,4080,3764,ms
Task Path,:layer_3:module_3_242:compileDebugKotlin,2953,2822,2886,2698,3721,3476,ms
Task Path,:layer_3:module_3_241:compileDebugKotlin,2877,2670,2821,2576,3461,3201,ms
Task Path,:layer_3:module_3_243:compileDebugKotlin,2774,2669,2718,2564,3493,3225,ms
Task Path,:layer_3:module_3_244:kspDebugKotlin,3201,3149,3244,2998,4026,3882,ms
Task Path,:layer_3:module_3_244:compileDebugKotlin,1998,1896,1913,1820,2410,2490,ms
Task Path,:layer_3:module_3_245:kspDebugKotlin,3274,3189,3030,3106,4263,3898,ms
Task Path,:layer_3:module_3_246:kspDebugKotlin,2957,2899,2815,2817,3779,3565,ms
Task Path,:layer_3:module_3_247:kspDebugKotlin,2912,2824,2858,2718,3434,3388,ms
Task Path,:layer_3:module_3_245:compileDebugKotlin,1936,1924,1884,1834,2390,2342,ms
Task Path,:layer_3:module_3_247:compileDebugKotlin,1921,2010,1833,1981,2373,2389,ms
Task Path,:layer_3:module_3_246:compileDebugKotlin,2539,2485,2404,2434,3156,3001,ms
Task Path,:layer_3:module_3_248:kspDebugKotlin,3198,3256,3205,3242,3925,3835,ms
Task Path,:layer_3:module_3_249:kspDebugKotlin,2900,2929,2837,2806,3572,3614,ms
Task Path,:layer_3:module_3_248:compileDebugKotlin,2220,2289,2113,2212,2806,2824,ms
Task Path,:layer_3:module_3_250:kspDebugKotlin,3061,3058,2968,3038,3658,3583,ms
Task Path,:layer_3:module_3_249:compileDebugKotlin,2157,2033,2092,2017,2610,2500,ms
Task Path,:layer_3:module_3_251:kspDebugKotlin,2591,2492,2550,2471,3217,3078,ms
Task Path,:layer_3:module_3_251:compileDebugKotlin,1398,1414,1349,1358,1824,1882,ms
Task Path,:layer_3:module_3_250:compileDebugKotlin,1659,1590,1595,1541,2028,1963,ms
Task Path,:layer_3:module_3_252:kspDebugKotlin,2932,3013,2777,2962,3637,3691,ms
Task Path,:layer_3:module_3_253:kspDebugKotlin,2719,2876,2621,2761,3295,3548,ms
Task Path,:layer_3:module_3_252:compileDebugKotlin,2475,2462,2378,2371,3072,3008,ms
Task Path,:layer_3:module_3_253:compileDebugKotlin,2257,2241,2129,2113,2840,2709,ms
Task Path,:layer_3:module_3_254:kspDebugKotlin,3061,3126,2960,3019,3582,3731,ms
Task Path,:layer_3:module_3_255:kspDebugKotlin,3168,3145,3087,3037,3765,3884,ms
Task Path,:layer_3:module_3_255:compileDebugKotlin,1893,1979,1863,1882,2319,2450,ms
Task Path,:layer_3:module_3_254:compileDebugKotlin,2333,2359,2292,2235,2972,2863,ms
Task Path,:layer_3:module_3_256:kspDebugKotlin,3209,3267,3155,3102,3760,4166,ms
Task Path,:layer_3:module_3_257:kspDebugKotlin,2741,2839,2694,2676,3235,3584,ms
Task Path,:layer_3:module_3_258:kspDebugKotlin,2940,3001,2861,2892,3471,3554,ms
Task Path,:layer_3:module_3_256:compileDebugKotlin,2226,2305,2154,2154,2648,2837,ms
Task Path,:layer_3:module_3_259:kspDebugKotlin,2953,3092,2871,2940,3529,3777,ms
Task Path,:layer_3:module_3_257:compileDebugKotlin,2402,2498,2361,2335,2828,3146,ms
Task Path,:layer_3:module_3_258:compileDebugKotlin,1817,1877,1783,1782,2313,2574,ms
Task Path,:layer_3:module_3_259:compileDebugKotlin,2174,2186,2124,2100,2837,2819,ms
Task Path,:layer_3:module_3_260:kspDebugKotlin,3105,3099,3033,3024,3700,3704,ms
Task Path,:layer_3:module_3_261:kspDebugKotlin,2377,2401,2266,2341,3106,3147,ms
Task Path,:layer_3:module_3_260:compileDebugKotlin,1178,1259,1144,1229,1643,1753,ms
Task Path,:layer_3:module_3_262:kspDebugKotlin,2524,2558,2413,2468,3013,3034,ms
Task Path,:layer_3:module_3_261:compileDebugKotlin,1539,1536,1462,1477,1973,1890,ms
Task Path,:layer_3:module_3_263:kspDebugKotlin,2509,2534,2473,2434,3072,3065,ms
Task Path,:layer_3:module_3_262:compileDebugKotlin,1528,1492,1472,1413,1991,1975,ms
Task Path,:layer_3:module_3_264:kspDebugKotlin,2733,2693,2713,2622,3372,3421,ms
Task Path,:layer_3:module_3_263:compileDebugKotlin,1550,1500,1482,1409,2098,2172,ms
Task Path,:layer_3:module_3_264:compileDebugKotlin,1660,1601,1575,1579,2247,2112,ms
Task Path,:layer_3:module_3_265:kspDebugKotlin,3222,3180,3073,3045,4295,3706,ms
Task Path,:layer_3:module_3_266:kspDebugKotlin,3010,2811,2882,2760,3894,3232,ms
Task Path,:layer_3:module_3_267:kspDebugKotlin,2978,2836,2787,2792,3737,3208,ms
Task Path,:layer_3:module_3_268:kspDebugKotlin,2983,2847,2932,2831,3814,3661,ms
Task Path,:layer_3:module_3_267:compileDebugKotlin,1542,1577,1456,1466,1980,2119,ms
Task Path,:layer_3:module_3_266:compileDebugKotlin,2173,2170,2061,2048,2600,2766,ms
Task Path,:layer_3:module_3_265:compileDebugKotlin,2828,2810,2705,2719,3383,3376,ms
Task Path,:layer_3:module_3_268:compileDebugKotlin,1229,1259,1158,1188,1528,1680,ms
Task Path,:layer_3:module_3_269:kspDebugKotlin,2460,2469,2340,2345,3112,3134,ms
Task Path,:layer_3:module_3_271:kspDebugKotlin,2632,2706,2479,2674,3319,3121,ms
Task Path,:layer_3:module_3_270:kspDebugKotlin,3272,3286,3134,3286,4245,3890,ms
Task Path,:layer_3:module_3_272:kspDebugKotlin,3199,3215,3096,3124,3671,3843,ms
Task Path,:layer_3:module_3_269:compileDebugKotlin,2038,2103,1964,2016,2579,2520,ms
Task Path,:layer_3:module_3_271:compileDebugKotlin,1627,1630,1582,1555,2013,2048,ms
Task Path,:layer_3:module_3_270:compileDebugKotlin,2697,2664,2613,2592,3263,3501,ms
Task Path,:layer_3:module_3_272:compileDebugKotlin,2067,1931,2045,1885,2618,2632,ms
Task Path,:layer_3:module_3_273:kspDebugKotlin,2740,2688,2660,2638,3507,3523,ms
Task Path,:layer_3:module_3_274:kspDebugKotlin,2908,2841,2828,2733,3704,3629,ms
Task Path,:layer_3:module_3_273:compileDebugKotlin,2669,2542,2616,2481,3504,3131,ms
Task Path,:layer_3:module_3_274:compileDebugKotlin,2442,2384,2433,2320,2895,2787,ms
Task Path,:layer_3:module_3_275:kspDebugKotlin,3340,3274,3238,3178,4080,3865,ms
Task Path,:layer_3:module_3_276:kspDebugKotlin,3509,3410,3482,3321,4061,4019,ms
Task Path,:layer_3:module_3_275:compileDebugKotlin,1895,1901,1903,1801,2292,2621,ms
Task Path,:layer_3:module_3_276:compileDebugKotlin,2529,2517,2466,2337,3145,3204,ms
Task Path,:layer_3:module_3_277:kspDebugKotlin,2831,2798,2863,2806,3555,3572,ms
Task Path,:layer_3:module_3_278:kspDebugKotlin,2856,2976,2701,2926,3789,3773,ms
Task Path,:layer_3:module_3_277:compileDebugKotlin,2053,2074,1996,2020,2631,2496,ms
Task Path,:layer_3:module_3_278:compileDebugKotlin,2281,2273,2187,2185,2741,2738,ms
Task Path,:layer_3:module_3_279:kspDebugKotlin,2593,2693,2524,2633,3025,3178,ms
Task Path,:layer_3:module_3_280:kspDebugKotlin,3108,3134,3087,3070,3787,3637,ms
Task Path,:layer_3:module_3_279:compileDebugKotlin,1361,1351,1325,1305,1769,1716,ms
Task Path,:layer_3:module_3_280:compileDebugKotlin,2383,2264,2284,2205,3051,2684,ms
Task Path,:layer_4:module_4_281:kspDebugKotlin,4099,4194,4030,4171,5228,5144,ms
Task Path,:layer_4:module_4_282:kspDebugKotlin,3300,3310,3205,3220,4306,4143,ms
Task Path,:layer_4:module_4_283:kspDebugKotlin,3721,3636,3644,3624,4618,4393,ms
Task Path,:layer_4:module_4_284:kspDebugKotlin,3980,4047,3822,4026,4850,4900,ms
