Category,Metric,varianta_kotlin_2.1.21 Mean,variantb_k2_kotlin_2.1.21 Mean,varianta_kotlin_2.1.21 P50,variantb_k2_kotlin_2.1.21 P50,varianta_kotlin_2.1.21 P90,variantb_k2_kotlin_2.1.21 P90,Unit
:layer_0:module_0_31:compileDebugKotlin,Total size of the cache directory,581.9,581.9,582,582,582,582,KB
:layer_0:module_0_31:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_0:module_0_31:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_0:module_0_31:compileDebugKotlin,Number of lines for code generation,471,471,471,471,471,471,
:layer_0:module_0_31:compileDebugKotlin,Compiler IR translation line number,942,942,942,942,942,942,
:layer_0:module_0_31:compileDebugKotlin,Analysis lines per second,475,347,488,345,615,397,
:layer_0:module_0_31:compileDebugKotlin,Code generation lines per second,651,565,642,573,808,729,
:layer_0:module_0_31:compileDebugKotlin,Number of classpath entries,98,98,98,98,98,98,
:layer_0:module_0_31:compileDebugKotlin,Compiler IR generation line number,471,471,471,471,471,471,
:layer_0:module_0_31:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,97,97,97,97,97,97,
:layer_0:module_0_31:compileDebugKotlin,Clear output,2.0,2.0,2,2,3,3,ms
:layer_0:module_0_31:compileDebugKotlin,Store build info,4.0,3.75,4,4,4,6,ms
:layer_0:module_0_32:compileDebugKotlin,Compiler IR lowering,393.76,454.14,372,441,523,651,ms
:layer_0:module_0_32:compileDebugKotlin,Run compilation,3102.82,3385.36,3089,3292,3454,3911,ms
:layer_0:module_0_32:compileDebugKotlin,Compiler code analysis,1073.86,1181.3,981,1176,1470,1363,ms
:layer_0:module_0_32:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,47.4,50.6,42,49,60,67,ms
:layer_0:module_0_32:compileDebugKotlin,Run compilation in Gradle worker,3125.94,3407.72,3109,3311,3474,3932,ms
:layer_0:module_0_32:compileDebugKotlin,Save shrunk current classpath snapshot,2.93,3.22,3,3,6,6,ms
:layer_0:module_0_32:compileDebugKotlin,Total Gradle task time,3265.44,3595.38,3262,3488,3622,4144,ms
:layer_0:module_0_32:compileDebugKotlin,Calculate output size,2.24,2.52,1,2,6,5,ms
:layer_0:module_0_32:compileDebugKotlin,Update caches,10.72,11.4,10,11,15,17,ms
:layer_0:module_0_32:compileDebugKotlin,Start gradle worker,2.52,3.24,3,3,4,6,ms
:layer_0:module_0_32:compileDebugKotlin,Compiler initialization time,76.26,61.38,60,59,88,73,ms
:layer_0:module_0_32:compileDebugKotlin,Connect to Kotlin daemon,19.06,18.06,12,17,19,27,ms
:layer_0:module_0_32:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,44.96,48.46,41,46,59,66,ms
:layer_0:module_0_32:compileDebugKotlin,Compiler IR generation,314.8,350.1,316,330,415,508,ms
:layer_0:module_0_32:compileDebugKotlin,Compiler IR translation,2098.86,2210.94,1991,2167,2713,2664,ms
:layer_0:module_0_32:compileDebugKotlin,Spent time before task action,42.72,82.32,43,83,58,107,ms
:layer_0:module_0_32:compileDebugKotlin,Sources compilation round,2913.32,3159.64,2915,3120,3268,3686,ms
:layer_0:module_0_32:compileDebugKotlin,Compiler code generation,709.14,804.82,689,766,899,1078,ms
:layer_0:module_0_32:compileDebugKotlin,Task action before worker execution,22.06,31.06,23,31,33,43,ms
:layer_0:module_0_32:compileDebugKotlin,Load current classpath snapshot,5.18,5.46,5,5,9,9,ms
:layer_0:module_0_32:compileDebugKotlin,Incremental compilation in daemon,3082.14,3345.86,3068,3269,3432,3884,ms
:layer_0:module_0_32:compileDebugKotlin,Compiler IR lowering line number,489,489,489,489,489,489,
:layer_0:module_0_32:compileDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:layer_0:module_0_32:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_0:module_0_32:compileDebugKotlin,Size of classpath snapshot,5.5,5.5,6,6,6,6,MB
:layer_0:module_0_32:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_0:module_0_32:compileDebugKotlin,Size of shrunk classpath snapshot,23.5,23.5,24,24,24,24,KB
:layer_0:module_0_32:compileDebugKotlin,Number of lines analyzed,489,489,489,489,489,489,
:layer_0:module_0_32:compileDebugKotlin,Total size of the cache directory,579.9,579.9,580,580,580,580,KB
:layer_0:module_0_32:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_0:module_0_32:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_0:module_0_32:compileDebugKotlin,Number of lines for code generation,489,489,489,489,489,489,
:layer_0:module_0_32:compileDebugKotlin,Compiler IR translation line number,978,978,978,978,978,978,
:layer_0:module_0_32:compileDebugKotlin,Analysis lines per second,483,422,498,416,630,504,
:layer_0:module_0_32:compileDebugKotlin,Code generation lines per second,714,639,709,639,874,825,
:layer_0:module_0_32:compileDebugKotlin,Number of classpath entries,98,98,98,98,98,98,
:layer_0:module_0_32:compileDebugKotlin,Compiler IR generation line number,489,489,489,489,489,489,
:layer_0:module_0_32:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,97,97,97,97,97,97,
:layer_0:module_0_32:compileDebugKotlin,Clear jar cache,2.13,2.0,2,1,4,5,ms
:layer_0:module_0_32:compileDebugKotlin,Clear output,3.67,6.0,3,6,5,6,ms
:layer_0:module_0_32:compileDebugKotlin,Clear outputs on rebuild,2.0,,2,,2,,ms
:layer_0:module_0_32:compileDebugKotlin,Write history file,2.5,5.67,3,6,3,6,ms
:layer_0:module_0_32:compileDebugKotlin,Store build info,2.0,5.0,2,2,2,21,ms
:layer_0:module_0_33:compileDebugKotlin,Compiler IR lowering,412.9,465.64,407,454,526,710,ms
:layer_0:module_0_33:compileDebugKotlin,Run compilation,3056.08,3268.24,3018,3178,3438,3750,ms
:layer_0:module_0_33:compileDebugKotlin,Compiler code analysis,1009.6,1119.06,937,1106,1357,1317,ms
:layer_0:module_0_33:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,48.52,45.06,41,44,55,66,ms
:layer_0:module_0_33:compileDebugKotlin,Run compilation in Gradle worker,3082.46,3293.02,3039,3197,3453,3783,ms
:layer_0:module_0_33:compileDebugKotlin,Total Gradle task time,3216.86,3485.28,3222,3409,3569,3961,ms
:layer_0:module_0_33:compileDebugKotlin,Calculate output size,1.84,2.28,1,1,4,5,ms
:layer_0:module_0_33:compileDebugKotlin,Update caches,11.28,11.2,11,10,18,17,ms
:layer_0:module_0_33:compileDebugKotlin,Start gradle worker,2.55,4.7,2,3,4,7,ms
:layer_0:module_0_33:compileDebugKotlin,Compiler initialization time,95.42,58.52,59,58,387,71,ms
:layer_0:module_0_33:compileDebugKotlin,Connect to Kotlin daemon,23.22,20.62,14,20,23,31,ms
:layer_0:module_0_33:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,44.76,43.38,39,41,54,65,ms
:layer_0:module_0_33:compileDebugKotlin,Compiler IR generation,314.06,342.98,308,337,401,452,ms
:layer_0:module_0_33:compileDebugKotlin,Compiler IR translation,2069.06,2163.84,2014,2178,2751,2592,ms
:layer_0:module_0_33:compileDebugKotlin,Spent time before task action,44.42,88.9,43,79,63,115,ms
:layer_0:module_0_33:compileDebugKotlin,Sources compilation round,2872.64,3075.22,2853,2970,3282,3494,ms
:layer_0:module_0_33:compileDebugKotlin,Compiler code generation,727.52,809.2,703,805,898,1098,ms
:layer_0:module_0_33:compileDebugKotlin,Task action before worker execution,20.98,35.34,21,30,29,40,ms
:layer_0:module_0_33:compileDebugKotlin,Load current classpath snapshot,5.68,5.66,5,5,8,11,ms
:layer_0:module_0_33:compileDebugKotlin,Incremental compilation in daemon,3033.92,3244.94,2993,3150,3422,3725,ms
:layer_0:module_0_33:compileDebugKotlin,Compiler IR lowering line number,442,442,442,442,442,442,
:layer_0:module_0_33:compileDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:layer_0:module_0_33:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_0:module_0_33:compileDebugKotlin,Size of classpath snapshot,5.5,5.5,6,6,6,6,MB
:layer_0:module_0_33:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_0:module_0_33:compileDebugKotlin,Size of shrunk classpath snapshot,22.9,22.9,23,23,23,23,KB
:layer_0:module_0_33:compileDebugKotlin,Number of lines analyzed,442,442,442,442,442,442,
:layer_0:module_0_33:compileDebugKotlin,Total size of the cache directory,578.5,578.5,579,579,579,579,KB
:layer_0:module_0_33:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_0:module_0_33:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_0:module_0_33:compileDebugKotlin,Number of lines for code generation,442,442,442,442,442,442,
:layer_0:module_0_33:compileDebugKotlin,Compiler IR translation line number,884,884,884,884,884,884,
:layer_0:module_0_33:compileDebugKotlin,Analysis lines per second,465,401,471,399,634,471,
:layer_0:module_0_33:compileDebugKotlin,Code generation lines per second,621,569,629,549,757,739,
:layer_0:module_0_33:compileDebugKotlin,Number of classpath entries,98,98,98,98,98,98,
:layer_0:module_0_33:compileDebugKotlin,Compiler IR generation line number,442,442,442,442,442,442,
:layer_0:module_0_33:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,97,97,97,97,97,97,
:layer_0:module_0_33:compileDebugKotlin,Save shrunk current classpath snapshot,2.89,3.0,3,3,6,6,ms
:layer_0:module_0_33:compileDebugKotlin,Clear jar cache,2.0,1.44,2,1,5,3,ms
:layer_0:module_0_33:compileDebugKotlin,Write history file,1.0,2.0,1,2,1,2,ms
:layer_0:module_0_33:compileDebugKotlin,Clear outputs on rebuild,2.0,2.0,2,2,2,2,ms
:layer_0:module_0_34:compileDebugKotlin,Compiler IR lowering,458.82,462.48,444,458,583,611,ms
:layer_0:module_0_34:compileDebugKotlin,Run compilation,2942.22,3179.76,2914,3159,3383,3663,ms
:layer_0:module_0_34:compileDebugKotlin,Compiler code analysis,911.6,997.8,862,961,1307,1250,ms
:layer_0:module_0_34:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,32.56,34.18,26,30,48,52,ms
:layer_0:module_0_34:compileDebugKotlin,Run compilation in Gradle worker,2971.08,3202.6,2933,3184,3406,3686,ms
:layer_0:module_0_34:compileDebugKotlin,Total Gradle task time,3090.34,3373.32,3057,3349,3506,3885,ms
:layer_0:module_0_34:compileDebugKotlin,Calculate output size,1.36,1.94,1,1,3,4,ms
:layer_0:module_0_34:compileDebugKotlin,Update caches,7.3,8.86,6,9,12,13,ms
:layer_0:module_0_34:compileDebugKotlin,Start gradle worker,2.71,3.12,3,3,5,7,ms
:layer_0:module_0_34:compileDebugKotlin,Compiler initialization time,91.82,59.6,70,59,134,75,ms
:layer_0:module_0_34:compileDebugKotlin,Connect to Kotlin daemon,26.3,19.32,15,18,23,27,ms
:layer_0:module_0_34:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,31.48,32.54,25,28,47,49,ms
:layer_0:module_0_34:compileDebugKotlin,Compiler IR generation,280.4,345.02,265,339,374,445,ms
:layer_0:module_0_34:compileDebugKotlin,Compiler IR translation,2120.0,2294.96,2088,2271,2495,2751,ms
:layer_0:module_0_34:compileDebugKotlin,Spent time before task action,47.72,82.08,47,80,65,113,ms
:layer_0:module_0_34:compileDebugKotlin,Sources compilation round,2808.16,3018.88,2780,2987,3255,3465,ms
:layer_0:module_0_34:compileDebugKotlin,Compiler code generation,739.76,808.18,711,815,908,941,ms
:layer_0:module_0_34:compileDebugKotlin,Task action before worker execution,22.68,29.36,22,29,34,40,ms
:layer_0:module_0_34:compileDebugKotlin,Load current classpath snapshot,4.38,3.94,3,3,8,7,ms
:layer_0:module_0_34:compileDebugKotlin,Incremental compilation in daemon,2919.94,3158.1,2898,3142,3366,3638,ms
:layer_0:module_0_34:compileDebugKotlin,Compiler IR lowering line number,471,471,471,471,471,471,
:layer_0:module_0_34:compileDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:layer_0:module_0_34:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_0:module_0_34:compileDebugKotlin,Size of classpath snapshot,5.5,5.5,6,6,6,6,MB
:layer_0:module_0_34:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_0:module_0_34:compileDebugKotlin,Size of shrunk classpath snapshot,22.7,22.7,23,23,23,23,KB
:layer_0:module_0_34:compileDebugKotlin,Number of lines analyzed,471,471,471,471,471,471,
:layer_0:module_0_34:compileDebugKotlin,Total size of the cache directory,581.9,581.9,582,582,582,582,KB
:layer_0:module_0_34:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_0:module_0_34:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_0:module_0_34:compileDebugKotlin,Number of lines for code generation,471,471,471,471,471,471,
:layer_0:module_0_34:compileDebugKotlin,Compiler IR translation line number,942,942,942,942,942,942,
:layer_0:module_0_34:compileDebugKotlin,Analysis lines per second,544,487,546,490,717,587,
:layer_0:module_0_34:compileDebugKotlin,Code generation lines per second,655,595,662,578,820,741,
:layer_0:module_0_34:compileDebugKotlin,Number of classpath entries,98,98,98,98,98,98,
:layer_0:module_0_34:compileDebugKotlin,Compiler IR generation line number,471,471,471,471,471,471,
:layer_0:module_0_34:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,97,97,97,97,97,97,
:layer_0:module_0_34:compileDebugKotlin,Clear jar cache,1.6,2.33,2,3,2,4,ms
:layer_0:module_0_34:compileDebugKotlin,Clear output,2.0,,2,,2,,ms
:layer_0:module_0_34:compileDebugKotlin,Save shrunk current classpath snapshot,1.67,2.0,1,2,3,3,ms
:layer_0:module_0_34:compileDebugKotlin,Write history file,3.0,1.0,3,1,4,1,ms
:layer_0:module_0_34:compileDebugKotlin,Clear outputs on rebuild,2.0,,2,,2,,ms
:layer_0:module_0_35:compileDebugKotlin,Compiler IR lowering,373.66,413.18,370,410,487,522,ms
:layer_0:module_0_35:compileDebugKotlin,Run compilation,2903.92,3126.68,2874,3149,3278,3508,ms
:layer_0:module_0_35:compileDebugKotlin,Compiler code analysis,976.72,1121.82,958,1117,1207,1281,ms
:layer_0:module_0_35:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,36.22,43.26,37,44,49,63,ms
:layer_0:module_0_35:compileDebugKotlin,Run compilation in Gradle worker,2919.26,3144.82,2889,3169,3285,3527,ms
:layer_0:module_0_35:compileDebugKotlin,Total Gradle task time,3051.28,3304.88,3016,3328,3483,3657,ms
:layer_0:module_0_35:compileDebugKotlin,Calculate output size,1.96,1.9,1,1,5,4,ms
:layer_0:module_0_35:compileDebugKotlin,Update caches,9.1,11.14,10,11,14,16,ms
:layer_0:module_0_35:compileDebugKotlin,Start gradle worker,2.55,2.33,3,1,4,5,ms
:layer_0:module_0_35:compileDebugKotlin,Compiler initialization time,59.52,60.22,54,59,82,78,ms
:layer_0:module_0_35:compileDebugKotlin,Connect to Kotlin daemon,11.68,13.86,12,13,20,23,ms
:layer_0:module_0_35:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,34.0,41.28,35,42,47,59,ms
:layer_0:module_0_35:compileDebugKotlin,Compiler IR generation,281.92,294.58,266,289,387,387,ms
:layer_0:module_0_35:compileDebugKotlin,Compiler IR translation,2101.06,2051.2,2076,2025,2455,2535,ms
:layer_0:module_0_35:compileDebugKotlin,Spent time before task action,38.76,74.2,37,66,57,91,ms
:layer_0:module_0_35:compileDebugKotlin,Sources compilation round,2748.12,2921.92,2729,2959,3154,3223,ms
:layer_0:module_0_35:compileDebugKotlin,Compiler code generation,656.26,708.3,631,694,872,869,ms
:layer_0:module_0_35:compileDebugKotlin,Task action before worker execution,27.52,23.1,15,23,32,37,ms
:layer_0:module_0_35:compileDebugKotlin,Load current classpath snapshot,4.84,5.34,5,5,7,9,ms
:layer_0:module_0_35:compileDebugKotlin,Incremental compilation in daemon,2881.64,3099.62,2855,3123,3267,3488,ms
:layer_0:module_0_35:compileDebugKotlin,Compiler IR lowering line number,477,477,477,477,477,477,
:layer_0:module_0_35:compileDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:layer_0:module_0_35:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_0:module_0_35:compileDebugKotlin,Size of classpath snapshot,5.5,5.5,6,6,6,6,MB
:layer_0:module_0_35:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_0:module_0_35:compileDebugKotlin,Size of shrunk classpath snapshot,24.9,24.9,25,25,25,25,KB
:layer_0:module_0_35:compileDebugKotlin,Number of lines analyzed,477,477,477,477,477,477,
:layer_0:module_0_35:compileDebugKotlin,Total size of the cache directory,579.4,579.4,579,579,579,579,KB
:layer_0:module_0_35:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_0:module_0_35:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_0:module_0_35:compileDebugKotlin,Number of lines for code generation,477,477,477,477,477,477,
:layer_0:module_0_35:compileDebugKotlin,Compiler IR translation line number,954,954,954,954,954,954,
:layer_0:module_0_35:compileDebugKotlin,Analysis lines per second,500,431,498,427,595,511,
:layer_0:module_0_35:compileDebugKotlin,Code generation lines per second,750,698,756,687,928,937,
:layer_0:module_0_35:compileDebugKotlin,Number of classpath entries,98,98,98,98,98,98,
:layer_0:module_0_35:compileDebugKotlin,Compiler IR generation line number,477,477,477,477,477,477,
:layer_0:module_0_35:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,97,97,97,97,97,97,
:layer_0:module_0_35:compileDebugKotlin,Clear jar cache,1.96,2.23,1,2,5,4,ms
:layer_0:module_0_35:compileDebugKotlin,Save shrunk current classpath snapshot,5.17,2.0,3,2,17,3,ms
:layer_0:module_0_35:compileDebugKotlin,Store build info,1.0,2.0,1,2,1,2,ms
:layer_0:module_0_36:compileDebugKotlin,Compiler IR lowering,346.84,358.34,332,343,465,462,ms
:layer_0:module_0_36:compileDebugKotlin,Run compilation,2769.64,3138.28,2744,3118,3097,3452,ms
:layer_0:module_0_36:compileDebugKotlin,Compiler code analysis,925.94,1121.88,907,1148,1096,1350,ms
:layer_0:module_0_36:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,33.66,50.38,36,46,46,68,ms
:layer_0:module_0_36:compileDebugKotlin,Run compilation in Gradle worker,2792.32,3157.22,2759,3139,3148,3466,ms
:layer_0:module_0_36:compileDebugKotlin,Total Gradle task time,2911.24,3324.88,2875,3268,3295,3671,ms
:layer_0:module_0_36:compileDebugKotlin,Calculate output size,1.98,2.42,1,1,4,5,ms
:layer_0:module_0_36:compileDebugKotlin,Update caches,7.76,10.04,7,10,12,15,ms
:layer_0:module_0_36:compileDebugKotlin,Start gradle worker,2.29,1.86,1,1,5,4,ms
:layer_0:module_0_36:compileDebugKotlin,Compiler initialization time,60.74,73.1,60,69,87,107,ms
:layer_0:module_0_36:compileDebugKotlin,Connect to Kotlin daemon,18.08,13.28,9,13,17,21,ms
:layer_0:module_0_36:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,31.82,48.14,34,44,45,61,ms
:layer_0:module_0_36:compileDebugKotlin,Compiler IR generation,282.04,300.46,281,288,355,391,ms
:layer_0:module_0_36:compileDebugKotlin,Compiler IR translation,1988.46,2134.72,1970,2125,2323,2525,ms
:layer_0:module_0_36:compileDebugKotlin,Spent time before task action,37.6,72.16,38,59,54,84,ms
