Category,Metric,varianta_parallel Mean,variantb_g1 Mean,varianta_parallel P50,variantb_g1 P50,varianta_parallel P90,variantb_g1 P90,Unit
:layer_1:module_1_103:compileDebugKotlin,Size of shrunk classpath snapshot,29.3,29.3,29,29,29,29,KB
:layer_1:module_1_103:compileDebugKotlin,Size of classpath snapshot,8.8,8.8,9,9,9,9,MB
:layer_1:module_1_103:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,12,12,13,13,13,13,
:layer_1:module_1_103:compileDebugKotlin,Total size of the cache directory,693.4,693.4,693,693,693,693,KB
:layer_1:module_1_103:compileDebugKotlin,Code generation lines per second,954,855,944,844,1168,1111,
:layer_1:module_1_103:compileDebugKotlin,Save shrunk current classpath snapshot,3.5,2.9,3,3,6,7,ms
:layer_1:module_1_103:compileDebugKotlin,Clear outputs on rebuild,1.0,,1,,1,,ms
:layer_1:module_1_103:compileDebugKotlin,Write history file,2.0,3.5,2,4,2,5,ms
:layer_1:module_1_104:compileDebugKotlin,Compiler initialization time,85.78,80.42,71,82,93,102,ms
:layer_1:module_1_104:compileDebugKotlin,Compiler IR generation,424.44,516.3,394,484,561,715,ms
:layer_1:module_1_104:compileDebugKotlin,Total Gradle task time,3152.12,3571.56,2979,3566,4083,4174,ms
:layer_1:module_1_104:compileDebugKotlin,Save shrunk current classpath snapshot,2.82,2.88,3,3,5,6,ms
:layer_1:module_1_104:compileDebugKotlin,Compiler IR lowering,451.26,512.38,408,490,647,677,ms
:layer_1:module_1_104:compileDebugKotlin,Compiler code generation,876.24,1029.06,809,991,1104,1298,ms
:layer_1:module_1_104:compileDebugKotlin,Compiler IR translation,1960.34,2261.4,1947,2180,2244,2838,ms
:layer_1:module_1_104:compileDebugKotlin,Compiler code analysis,712.12,858.82,665,838,940,1048,ms
:layer_1:module_1_104:compileDebugKotlin,Run compilation,2995.88,3339.16,2806,3382,3930,3783,ms
:layer_1:module_1_104:compileDebugKotlin,Incremental compilation in daemon,2980.0,3317.52,2790,3364,3920,3755,ms
:layer_1:module_1_104:compileDebugKotlin,Connect to Kotlin daemon,7.34,46.1,7,7,11,17,ms
:layer_1:module_1_104:compileDebugKotlin,Calculate output size,1.82,2.32,1,1,4,5,ms
:layer_1:module_1_104:compileDebugKotlin,Start gradle worker,1.82,2.52,1,2,4,5,ms
:layer_1:module_1_104:compileDebugKotlin,Task action before worker execution,21.38,27.42,22,29,30,39,ms
:layer_1:module_1_104:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,65.78,98.5,57,87,97,211,ms
:layer_1:module_1_104:compileDebugKotlin,Update caches,8.9,10.96,8,11,13,16,ms
:layer_1:module_1_104:compileDebugKotlin,Load current classpath snapshot,21.26,25.68,19,26,35,36,ms
:layer_1:module_1_104:compileDebugKotlin,Spent time before task action,54.54,63.72,55,60,74,90,ms
:layer_1:module_1_104:compileDebugKotlin,Run compilation in Gradle worker,3007.3,3389.92,2819,3396,3939,3975,ms
:layer_1:module_1_104:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,68.5,101.94,60,91,100,214,ms
:layer_1:module_1_104:compileDebugKotlin,Sources compilation round,2659.46,3104.6,2579,3120,3190,3557,ms
:layer_1:module_1_104:compileDebugKotlin,Compiler IR lowering line number,875,875,875,875,875,875,
:layer_1:module_1_104:compileDebugKotlin,Number of lines analyzed,875,875,875,875,875,875,
:layer_1:module_1_104:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_1:module_1_104:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_1:module_1_104:compileDebugKotlin,Analysis lines per second,1288,1069,1315,1044,1649,1298,
:layer_1:module_1_104:compileDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:layer_1:module_1_104:compileDebugKotlin,Compiler IR generation line number,875,875,875,875,875,875,
:layer_1:module_1_104:compileDebugKotlin,Number of lines for code generation,875,875,875,875,875,875,
:layer_1:module_1_104:compileDebugKotlin,Compiler IR translation line number,1750,1750,1750,1750,1750,1750,
:layer_1:module_1_104:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_1:module_1_104:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,156,156,157,157,157,157,
:layer_1:module_1_104:compileDebugKotlin,Number of classpath entries,170,170,170,170,170,170,
:layer_1:module_1_104:compileDebugKotlin,Size of shrunk classpath snapshot,49.0,49.0,49,49,49,49,KB
:layer_1:module_1_104:compileDebugKotlin,Size of classpath snapshot,12.6,12.6,13,13,13,13,MB
:layer_1:module_1_104:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,13,13,13,13,13,13,
:layer_1:module_1_104:compileDebugKotlin,Total size of the cache directory,659.6,659.6,660,660,660,660,KB
:layer_1:module_1_104:compileDebugKotlin,Code generation lines per second,1059,891,1082,884,1368,1136,
:layer_1:module_1_104:compileDebugKotlin,Write history file,1.5,,2,,2,,ms
:layer_1:module_1_104:compileDebugKotlin,Clear jar cache,1.97,1.91,1,1,5,4,ms
:layer_1:module_1_104:compileDebugKotlin,Store build info,1.0,4.0,1,5,1,5,ms
:layer_1:module_1_104:compileDebugKotlin,Clear outputs on rebuild,3.0,1.0,3,1,3,1,ms
:layer_1:module_1_104:compileDebugKotlin,Clear output,1.0,2.0,1,2,1,3,ms
:layer_1:module_1_105:compileDebugKotlin,Compiler initialization time,78.8,76.82,66,75,95,99,ms
:layer_1:module_1_105:compileDebugKotlin,Compiler IR generation,461.34,477.7,441,450,605,691,ms
:layer_1:module_1_105:compileDebugKotlin,Total Gradle task time,3409.04,3841.02,3373,3873,4003,4225,ms
:layer_1:module_1_105:compileDebugKotlin,Compiler IR lowering,578.26,686.04,569,666,696,929,ms
:layer_1:module_1_105:compileDebugKotlin,Compiler code generation,1040.08,1164.38,1004,1152,1291,1449,ms
:layer_1:module_1_105:compileDebugKotlin,Compiler IR translation,2267.64,2591.52,2210,2523,2775,2979,ms
:layer_1:module_1_105:compileDebugKotlin,Compiler code analysis,750.5,861.16,717,862,902,1053,ms
:layer_1:module_1_105:compileDebugKotlin,Run compilation,3237.64,3610.48,3178,3638,3844,4011,ms
:layer_1:module_1_105:compileDebugKotlin,Incremental compilation in daemon,3222.04,3589.36,3163,3601,3828,3938,ms
:layer_1:module_1_105:compileDebugKotlin,Connect to Kotlin daemon,9.18,17.9,7,7,12,18,ms
:layer_1:module_1_105:compileDebugKotlin,Clear jar cache,2.37,1.93,2,1,4,4,ms
:layer_1:module_1_105:compileDebugKotlin,Calculate output size,1.36,2.02,1,1,4,4,ms
:layer_1:module_1_105:compileDebugKotlin,Start gradle worker,1.94,2.48,1,2,5,5,ms
:layer_1:module_1_105:compileDebugKotlin,Task action before worker execution,21.72,43.64,21,28,30,43,ms
:layer_1:module_1_105:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,50.96,62.16,46,54,73,82,ms
:layer_1:module_1_105:compileDebugKotlin,Update caches,12.3,22.56,12,14,18,20,ms
:layer_1:module_1_105:compileDebugKotlin,Load current classpath snapshot,11.92,13.58,12,13,18,21,ms
:layer_1:module_1_105:compileDebugKotlin,Spent time before task action,52.98,66.78,52,68,74,84,ms
:layer_1:module_1_105:compileDebugKotlin,Run compilation in Gradle worker,3250.64,3632.34,3188,3673,3854,4019,ms
:layer_1:module_1_105:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,52.84,64.74,48,57,75,87,ms
:layer_1:module_1_105:compileDebugKotlin,Sources compilation round,3009.74,3404.56,2978,3457,3424,3766,ms
:layer_1:module_1_105:compileDebugKotlin,Compiler IR lowering line number,944,944,944,944,944,944,
:layer_1:module_1_105:compileDebugKotlin,Number of lines analyzed,944,944,944,944,944,944,
:layer_1:module_1_105:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_1:module_1_105:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_1:module_1_105:compileDebugKotlin,Analysis lines per second,1321,1129,1317,1096,1677,1419,
:layer_1:module_1_105:compileDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:layer_1:module_1_105:compileDebugKotlin,Compiler IR generation line number,944,944,944,944,944,944,
:layer_1:module_1_105:compileDebugKotlin,Number of lines for code generation,944,944,944,944,944,944,
:layer_1:module_1_105:compileDebugKotlin,Compiler IR translation line number,1888,1888,1888,1888,1888,1888,
:layer_1:module_1_105:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_1:module_1_105:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,141,141,141,141,144,143,
:layer_1:module_1_105:compileDebugKotlin,Number of classpath entries,145,145,145,145,145,145,
:layer_1:module_1_105:compileDebugKotlin,Size of shrunk classpath snapshot,34.9,34.9,35,35,35,35,KB
:layer_1:module_1_105:compileDebugKotlin,Size of classpath snapshot,10.2,10.2,10,10,10,10,MB
:layer_1:module_1_105:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,3,3,4,4,4,4,
:layer_1:module_1_105:compileDebugKotlin,Total size of the cache directory,680.5,680.5,681,681,681,681,KB
:layer_1:module_1_105:compileDebugKotlin,Code generation lines per second,945,838,940,820,1252,1097,
:layer_1:module_1_105:compileDebugKotlin,Save shrunk current classpath snapshot,1.67,2.86,1,3,3,7,ms
:layer_1:module_1_105:compileDebugKotlin,Clear output,1.5,,2,,2,,ms
:layer_1:module_1_105:compileDebugKotlin,Clear outputs on rebuild,2.0,1.5,2,2,3,2,ms
:layer_1:module_1_106:compileDebugKotlin,Compiler initialization time,53.52,70.76,53,65,76,95,ms
:layer_1:module_1_106:compileDebugKotlin,Compiler IR generation,400.04,492.6,356,464,551,697,ms
:layer_1:module_1_106:compileDebugKotlin,Total Gradle task time,3350.9,3902.76,3301,3946,4066,4245,ms
:layer_1:module_1_106:compileDebugKotlin,Compiler IR lowering,603.92,710.54,568,701,797,953,ms
:layer_1:module_1_106:compileDebugKotlin,Compiler code generation,1004.5,1203.5,972,1172,1228,1608,ms
:layer_1:module_1_106:compileDebugKotlin,Compiler IR translation,2392.52,2684.64,2224,2691,2853,3075,ms
:layer_1:module_1_106:compileDebugKotlin,Compiler code analysis,714.58,870.94,695,863,907,1123,ms
:layer_1:module_1_106:compileDebugKotlin,Run compilation,3191.12,3690.0,3135,3782,3872,4043,ms
:layer_1:module_1_106:compileDebugKotlin,Incremental compilation in daemon,3174.0,3666.6,3122,3752,3854,4024,ms
:layer_1:module_1_106:compileDebugKotlin,Connect to Kotlin daemon,7.62,13.0,7,9,14,16,ms
:layer_1:module_1_106:compileDebugKotlin,Calculate output size,1.48,1.98,1,1,3,5,ms
:layer_1:module_1_106:compileDebugKotlin,Start gradle worker,1.79,2.68,1,2,3,5,ms
:layer_1:module_1_106:compileDebugKotlin,Task action before worker execution,21.38,28.42,24,28,31,43,ms
:layer_1:module_1_106:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,35.76,51.4,30,45,57,61,ms
:layer_1:module_1_106:compileDebugKotlin,Update caches,12.72,20.36,11,14,20,27,ms
:layer_1:module_1_106:compileDebugKotlin,Load current classpath snapshot,6.8,7.78,6,7,11,12,ms
:layer_1:module_1_106:compileDebugKotlin,Spent time before task action,48.36,68.98,48,61,66,96,ms
:layer_1:module_1_106:compileDebugKotlin,Run compilation in Gradle worker,3202.34,3706.44,3144,3792,3884,4052,ms
:layer_1:module_1_106:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,37.62,55.62,32,47,58,69,ms
:layer_1:module_1_106:compileDebugKotlin,Sources compilation round,2974.92,3494.84,2951,3545,3565,3924,ms
:layer_1:module_1_106:compileDebugKotlin,Compiler IR lowering line number,962,962,962,962,962,962,
:layer_1:module_1_106:compileDebugKotlin,Number of lines analyzed,962,962,962,962,962,962,
:layer_1:module_1_106:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_1:module_1_106:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_1:module_1_106:compileDebugKotlin,Analysis lines per second,1404,1146,1385,1115,1764,1477,
:layer_1:module_1_106:compileDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:layer_1:module_1_106:compileDebugKotlin,Compiler IR generation line number,962,962,962,962,962,962,
:layer_1:module_1_106:compileDebugKotlin,Number of lines for code generation,962,962,962,962,962,962,
:layer_1:module_1_106:compileDebugKotlin,Compiler IR translation line number,1924,1924,1924,1924,1924,1924,
:layer_1:module_1_106:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_1:module_1_106:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,119,119,120,120,120,120,
:layer_1:module_1_106:compileDebugKotlin,Number of classpath entries,121,121,121,121,121,121,
:layer_1:module_1_106:compileDebugKotlin,Size of shrunk classpath snapshot,26.7,26.7,27,27,27,27,KB
:layer_1:module_1_106:compileDebugKotlin,Size of classpath snapshot,8.1,8.1,8,8,8,8,MB
:layer_1:module_1_106:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,3,
:layer_1:module_1_106:compileDebugKotlin,Total size of the cache directory,705.9,705.9,706,706,706,706,KB
:layer_1:module_1_106:compileDebugKotlin,Code generation lines per second,1006,840,990,821,1277,1111,
:layer_1:module_1_106:compileDebugKotlin,Save shrunk current classpath snapshot,2.4,2.5,2,3,4,4,ms
:layer_1:module_1_106:compileDebugKotlin,Clear jar cache,1.59,1.66,1,1,3,3,ms
:layer_1:module_1_106:compileDebugKotlin,Clear output,2.0,,2,,2,,ms
:layer_1:module_1_106:compileDebugKotlin,Clear outputs on rebuild,2.0,2.0,2,2,2,3,ms
:layer_1:module_1_106:compileDebugKotlin,Write history file,3.0,3.0,3,3,3,3,ms
:layer_1:module_1_106:compileDebugKotlin,Store build info,3.0,,3,,3,,ms
:layer_1:module_1_107:compileDebugKotlin,Compiler initialization time,68.34,68.48,67,68,87,91,ms
:layer_1:module_1_107:compileDebugKotlin,Compiler IR generation,177.28,219.28,165,204,234,291,ms
:layer_1:module_1_107:compileDebugKotlin,Total Gradle task time,2074.38,2334.14,2035,2334,2307,2922,ms
:layer_1:module_1_107:compileDebugKotlin,Compiler IR lowering,273.56,288.82,238,259,402,371,ms
:layer_1:module_1_107:compileDebugKotlin,Compiler code generation,451.28,508.88,428,470,583,663,ms
:layer_1:module_1_107:compileDebugKotlin,Compiler IR translation,1462.54,1743.92,1434,1644,1835,2182,ms
:layer_1:module_1_107:compileDebugKotlin,Compiler code analysis,516.34,571.88,509,566,674,717,ms
:layer_1:module_1_107:compileDebugKotlin,Run compilation,1943.82,2168.82,1892,2132,2203,2552,ms
:layer_1:module_1_107:compileDebugKotlin,Incremental compilation in daemon,1882.48,2152.8,1865,2119,2126,2533,ms
:layer_1:module_1_107:compileDebugKotlin,Connect to Kotlin daemon,10.0,25.26,6,7,13,12,ms
:layer_1:module_1_107:compileDebugKotlin,Write history file,4.0,3.0,4,3,6,3,ms
:layer_1:module_1_107:compileDebugKotlin,Clear jar cache,1.77,1.86,1,1,3,4,ms
:layer_1:module_1_107:compileDebugKotlin,Calculate output size,1.76,1.94,1,1,4,4,ms
:layer_1:module_1_107:compileDebugKotlin,Start gradle worker,1.75,3.65,1,1,4,7,ms
:layer_1:module_1_107:compileDebugKotlin,Task action before worker execution,17.76,22.26,19,22,26,34,ms
:layer_1:module_1_107:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,48.14,46.84,36,48,66,65,ms
:layer_1:module_1_107:compileDebugKotlin,Update caches,4.88,5.12,4,5,9,9,ms
:layer_1:module_1_107:compileDebugKotlin,Load current classpath snapshot,7.7,7.96,7,8,12,11,ms
:layer_1:module_1_107:compileDebugKotlin,Spent time before task action,44.04,50.1,44,49,56,71,ms
:layer_1:module_1_107:compileDebugKotlin,Run compilation in Gradle worker,1958.34,2198.08,1910,2184,2218,2802,ms
:layer_1:module_1_107:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,49.9,49.32,38,50,69,69,ms
:layer_1:module_1_107:compileDebugKotlin,Sources compilation round,1771.1,2025.88,1750,1975,2048,2382,ms
:layer_1:module_1_107:compileDebugKotlin,Compiler IR lowering line number,434,434,434,434,434,434,
:layer_1:module_1_107:compileDebugKotlin,Number of lines analyzed,434,434,434,434,434,434,
:layer_1:module_1_107:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_1:module_1_107:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_1:module_1_107:compileDebugKotlin,Analysis lines per second,874,783,852,767,1144,960,
:layer_1:module_1_107:compileDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:layer_1:module_1_107:compileDebugKotlin,Compiler IR generation line number,434,434,434,434,434,434,
:layer_1:module_1_107:compileDebugKotlin,Number of lines for code generation,434,434,434,434,434,434,
:layer_1:module_1_107:compileDebugKotlin,Compiler IR translation line number,868,868,868,868,868,868,
:layer_1:module_1_107:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_1:module_1_107:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,145,145,146,146,146,146,
:layer_1:module_1_107:compileDebugKotlin,Number of classpath entries,147,147,147,147,147,147,
:layer_1:module_1_107:compileDebugKotlin,Size of shrunk classpath snapshot,30.6,30.6,31,31,31,31,KB
:layer_1:module_1_107:compileDebugKotlin,Size of classpath snapshot,10.2,10.2,10,10,10,10,MB
:layer_1:module_1_107:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,4,1,
:layer_1:module_1_107:compileDebugKotlin,Total size of the cache directory,570.1,570.1,570,570,570,570,KB
:layer_1:module_1_107:compileDebugKotlin,Code generation lines per second,1022,926,1014,924,1337,1256,
:layer_1:module_1_107:compileDebugKotlin,Save shrunk current classpath snapshot,3.4,2.4,3,2,5,4,ms
:layer_1:module_1_107:compileDebugKotlin,Clear output,2.0,2.67,2,3,2,3,ms
:layer_1:module_1_107:compileDebugKotlin,Clear outputs on rebuild,1.5,,2,,2,,ms
:layer_1:module_1_108:compileDebugKotlin,Compiler initialization time,56.88,62.6,58,61,85,85,ms
:layer_1:module_1_108:compileDebugKotlin,Compiler IR generation,357.06,417.28,346,381,454,589,ms
:layer_1:module_1_108:compileDebugKotlin,Total Gradle task time,3159.56,3362.66,3132,3271,3539,3935,ms
:layer_1:module_1_108:compileDebugKotlin,Compiler IR lowering,579.22,630.6,538,595,743,812,ms
:layer_1:module_1_108:compileDebugKotlin,Compiler code generation,936.96,1048.4,892,1043,1106,1300,ms
:layer_1:module_1_108:compileDebugKotlin,Compiler IR translation,2259.94,2340.4,2177,2317,2720,2714,ms
:layer_1:module_1_108:compileDebugKotlin,Compiler code analysis,708.04,736.94,682,721,870,951,ms
:layer_1:module_1_108:compileDebugKotlin,Run compilation,2992.6,3171.28,2959,3077,3365,3744,ms
:layer_1:module_1_108:compileDebugKotlin,Incremental compilation in daemon,2978.6,3155.2,2944,3065,3354,3721,ms
:layer_1:module_1_108:compileDebugKotlin,Connect to Kotlin daemon,8.64,22.72,6,7,13,13,ms
:layer_1:module_1_108:compileDebugKotlin,Write history file,1.0,3.0,1,3,1,3,ms
:layer_1:module_1_108:compileDebugKotlin,Clear jar cache,1.9,2.23,2,2,4,4,ms
